Bedrooms,Bedrooms(category),Property Category,Price,Price(with currency),District,Scraped_At
4,4 bedrooms,4bdrm Block of Flats in Wuse 2 for rent,15000000,"₦ 15,000,000",Wuse 2,2026-05-30 13:32:05
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:32:05
3,3 bedrooms,"3bdrm Bungalow in Efab Queen Estate, Gwarinpa for rent",12000000,"₦ 12,000,000",Gwarinpa,2026-05-30 13:32:05
4,4 bedrooms,4bdrm Duplex in Katampe for rent,15000000,"₦ 15,000,000",Katampe,2026-05-30 13:32:05
2,2 bedrooms,2bdrm Block of Flats in Dawaki Fct Abuja for rent,5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:32:05
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate Fct, Gwarinpa for rent",11000000,"₦ 11,000,000",Gwarinpa,2026-05-30 13:32:05
4,4 bedrooms,4bdrm Duplex in Katampe Extension for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:32:05
6,6 bedrooms,6bdrm Duplex in Asokoro Property for rent,65000000,"₦ 65,000,000",Asokoro,2026-05-30 13:32:05
2,2 bedrooms,"2bdrm Block of Flats in Main Fo1, Kubwa for rent",4000000,"₦ 4,000,000",Kubwa,2026-05-30 13:32:05
2,2 bedrooms,"Furnished 2bdrm Block of Flats in Pries Estate, Lokogoma for rent",4000000,"₦ 4,000,000",Lokogoma,2026-05-30 13:32:05
3,3 bedrooms,Furnished 3bdrm Apartment in Idu for rent,9000000,"₦ 9,000,000",Idu,2026-05-30 13:32:05
2,2 bedrooms,2bdrm Apartment in Katampe Extension for rent,8000000,"₦ 8,000,000",Katampe Extension,2026-05-30 13:32:05
3,3 bedrooms,3bdrm Block of Flats in Jahi Gilmore for rent,10000000,"₦ 10,000,000",Jahi,2026-05-30 13:32:05
3,3 bedrooms,3bdrm Apartment in Wuye for rent,10000000,"₦ 10,000,000",Wuye,2026-05-30 13:32:05
3,3 bedrooms,Furnished 3bdrm Apartment in Jahi Furnished for rent,14000000,"₦ 14,000,000",Jahi,2026-05-30 13:32:05
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuye for rent,25000000,"₦ 25,000,000",Wuye,2026-05-30 13:32:05
2,2 bedrooms,Furnished 2bdrm Block of Flats in Maitama Estate for rent,30000000,"₦ 30,000,000",Maitama,2026-05-30 13:32:05
3,3 bedrooms,"3bdrm Apartment in Kings Street, Wuye for rent",9000000,"₦ 9,000,000",Wuye,2026-05-30 13:32:05
4,4 bedrooms,"4bdrm Duplex in Games Village, Kaura for rent",18000000,"₦ 18,000,000",Kaura,2026-05-30 13:32:05
1,1 bedroom,Studio Apartment in Asokoro for rent,3000000,"₦ 3,000,000",Asokoro,2026-05-30 13:32:05
5,5 bedrooms,5bdrm Duplex in Maitama for rent,65000000,"₦ 65,000,000",Maitama,2026-05-30 13:32:05
1,1 bedroom,1bdrm Apartment in Mararaba for rent,850000,"₦ 850,000",Mararaba,2026-05-30 13:32:11
1,1 bedroom,"1bdrm Apartment in Nurses Estate Phase, Karu for rent",1500000,"₦ 1,500,000",Karu,2026-05-30 13:32:11
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,10000000,"₦ 10,000,000",Jahi,2026-05-30 13:32:11
3,3 bedrooms,3bdrm Townhouse / Terrace in Jahi for rent,18000000,"₦ 18,000,000",Jahi,2026-05-30 13:32:11
3,3 bedrooms,Furnished 3bdrm Apartment in Wuse 2 for rent,20000000,"₦ 20,000,000",Wuse 2,2026-05-30 13:32:11
3,3 bedrooms,"Furnished 3bdrm Duplex in Gwarimpa Extension, Gwarinpa for rent",15000000,"₦ 15,000,000",Gwarinpa,2026-05-30 13:32:11
2,2 bedrooms,"2bdrm Block of Flats in Non, Kubwa for rent",3000000,"₦ 3,000,000",Kubwa,2026-05-30 13:32:11
2,2 bedrooms,"2bdrm Block of Flats in Rockville Estate, Dawaki for rent",4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:32:11
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:32:11
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate,Fct, Gwarinpa for rent",11000000,"₦ 11,000,000",Gwarinpa,2026-05-30 13:32:11
4,4 bedrooms,"4bdrm Duplex in Jahi Gilmore,Very for rent",15000000,"₦ 15,000,000",Jahi,2026-05-30 13:32:11
3,3 bedrooms,Furnished 3bdrm Apartment in Katampe Extension for rent,30000000,"₦ 30,000,000",Katampe Extension,2026-05-30 13:32:11
5,5 bedrooms,5bdrm Duplex in Wuse 2 for rent,50000000,"₦ 50,000,000",Wuse 2,2026-05-30 13:32:11
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Utako for rent,17000000,"₦ 17,000,000",Utako,2026-05-30 13:32:11
1,1 bedroom,Furnished 1bdrm Apartment in Garki 2 Estate for rent,20000000,"₦ 20,000,000",Garki 2,2026-05-30 13:32:11
3,3 bedrooms,Furnished 3bdrm Block of Flats in Maitama Apartment for rent,13500000,"₦ 13,500,000",Maitama,2026-05-30 13:32:11
19,19 bedrooms,19bdrm Duplex in Wuse 2 Estate for rent,250000000,"₦ 250,000,000",Wuse 2,2026-05-30 13:32:11
3,3 bedrooms,"3bdrm Duplex in Grace Valley Estate, Galadimawa for rent",7000000,"₦ 7,000,000",Galadimawa,2026-05-30 13:32:11
3,3 bedrooms,"Furnished 3bdrm Apartment in Mustapha Crescent, Gaduwa for rent",4500000,"₦ 4,500,000",Gaduwa,2026-05-30 13:32:11
4,4 bedrooms,"4bdrm Duplex in Naf Valley Estate, Asokoro for rent",25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:32:11
2,2 bedrooms,2bdrm Block of Flats in Asokoro for rent,6000000,"₦ 6,000,000",Asokoro,2026-05-30 13:32:11
2,2 bedrooms,2bdrm Block of Flats in Zone 5 / Wuse for rent,5000000,"₦ 5,000,000",Zone 5 / Wuse,2026-05-30 13:32:11
4,4 bedrooms,"4bdrm Duplex in Sanctuary Street In, Dakwo District for rent",7000000,"₦ 7,000,000",Dakwo District,2026-05-30 13:32:11
1,1 bedroom,1bdrm Apartment in Karu for rent,500000,"₦ 500,000",Karu,2026-05-30 13:32:11
2,2 bedrooms,2bdrm Block of Flats in Jabi for rent,6000000,"₦ 6,000,000",Jabi,2026-05-30 13:32:16
1,1 bedroom,1bdrm Room & Parlour in Karu for rent,650000,"₦ 650,000",Karu,2026-05-30 13:32:16
4,4 bedrooms,4bdrm Duplex in Asokoro for rent,15000000,"₦ 15,000,000",Asokoro,2026-05-30 13:32:16
1,1 bedroom,1bdrm Room & Parlour in Karu for rent,700000,"₦ 700,000",Karu,2026-05-30 13:32:16
1,1 bedroom,1bdrm Apartment in Karu for rent,800000,"₦ 800,000",Karu,2026-05-30 13:32:16
3,3 bedrooms,"Furnished 3bdrm Apartment in Mustapha Street, Kaura for rent",6500000,"₦ 6,500,000",Kaura,2026-05-30 13:32:16
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,8500000,"₦ 8,500,000",Jahi,2026-05-30 13:32:16
4,4 bedrooms,4bdrm Block of Flats in Wuse 2 for rent,15000000,"₦ 15,000,000",Wuse 2,2026-05-30 13:32:16
8,8 bedrooms,8bdrm Duplex in Asokoro for rent,70000000,"₦ 70,000,000",Asokoro,2026-05-30 13:32:16
2,2 bedrooms,2bdrm Block of Flats in Kubwa for rent,3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:32:16
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe Extension for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:32:16
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",5000000,"₦ 5,000,000",Kubwa,2026-05-30 13:32:16
5,5 bedrooms,5bdrm Duplex in Katampe Main Fct for rent,30000000,"₦ 30,000,000",Katampe (Main),2026-05-30 13:32:16
3,3 bedrooms,3bdrm Block of Flats in Life Camp Abuja for rent,68000000,"₦ 68,000,000",Life Camp,2026-05-30 13:32:16
3,3 bedrooms,3bdrm Apartment in Life Camp for rent,7500000,"₦ 7,500,000",Life Camp,2026-05-30 13:32:16
3,3 bedrooms,Furnished 3bdrm Apartment in Jabi for rent,35000000,"₦ 35,000,000",Jabi,2026-05-30 13:32:16
3,3 bedrooms,Furnished 3bdrm Apartment in Idu for rent,9000000,"₦ 9,000,000",Idu,2026-05-30 13:32:16
5,5 bedrooms,5bdrm Duplex in Life Camp Tarred for rent,14000000,"₦ 14,000,000",Life Camp,2026-05-30 13:32:16
3,3 bedrooms,Furnished 3bdrm Apartment in Jahi Furnished for rent,14000000,"₦ 14,000,000",Jahi,2026-05-30 13:32:16
6,6 bedrooms,6bdrm Duplex in Maitama Property for rent,90000000,"₦ 90,000,000",Maitama,2026-05-30 13:32:16
2,2 bedrooms,Furnished 2bdrm Block of Flats in Maitama Estate for rent,30000000,"₦ 30,000,000",Maitama,2026-05-30 13:32:16
3,3 bedrooms,3bdrm Apartment in Maitama for rent,10000000,"₦ 10,000,000",Maitama,2026-05-30 13:32:16
2,2 bedrooms,"2bdrm Apartment in Naf Valley Estate, Asokoro for rent",7000000,"₦ 7,000,000",Asokoro,2026-05-30 13:32:16
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Main Wuye for rent,20000000,"₦ 20,000,000",Wuye,2026-05-30 13:32:16
3,3 bedrooms,"Furnished 3bdrm Apartment in Mustapha Street, Kaura for rent",6500000,"₦ 6,500,000",Kaura,2026-05-30 13:32:24
3,3 bedrooms,"3bdrm Block of Flats in Devin Street, Guzape District for rent",8000000,"₦ 8,000,000",Guzape District,2026-05-30 13:32:24
1,1 bedroom,1bdrm Apartment in Nurses Estate City for rent,1350000,"₦ 1,350,000",Karu,2026-05-30 13:32:24
1,1 bedroom,1bdrm Room & Parlour in Karu for rent,700000,"₦ 700,000",Karu,2026-05-30 13:32:24
1,1 bedroom,"1bdrm Apartment in Nurses Estate, Karu for rent",1200000,"₦ 1,200,000",Karu,2026-05-30 13:32:24
5,5 bedrooms,5bdrm Townhouse / Terrace in Zone 1 / Wuse for rent,28000000,"₦ 28,000,000",Zone 1 / Wuse,2026-05-30 13:32:24
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,13000000,"₦ 13,000,000",Mabushi,2026-05-30 13:32:24
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,12000000,"₦ 12,000,000",Jahi,2026-05-30 13:32:24
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3000000,"₦ 3,000,000",Kubwa,2026-05-30 13:32:24
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Abuja (FCT) for rent",6000000,"₦ 6,000,000",Abuja (FCT),2026-05-30 13:32:24
3,3 bedrooms,"3bdrm Block of Flats in Not In An Estate, Dawaki for rent",5500000,"₦ 5,500,000",Dawaki,2026-05-30 13:32:24
5,5 bedrooms,5bdrm Duplex in Life Camp Tarred for rent,14000000,"₦ 14,000,000",Life Camp,2026-05-30 13:32:24
4,4 bedrooms,"4bdrm Duplex in Kado Phase 2,Fct for rent",15000000,"₦ 15,000,000",Kado,2026-05-30 13:32:24
3,3 bedrooms,"3bdrm Block of Flats in Jahi Gilmore,Fct for rent",9000000,"₦ 9,000,000",Jahi,2026-05-30 13:32:24
4,4 bedrooms,4bdrm Townhouse / Terrace in Life Camp for rent,15000000,"₦ 15,000,000",Life Camp,2026-05-30 13:32:24
7,7 bedrooms,7bdrm Duplex in Jabi Detached Duplex for rent,60000000,"₦ 60,000,000",Jabi,2026-05-30 13:32:24
4,4 bedrooms,4bdrm Townhouse / Terrace in Maitama for rent,40000000,"₦ 40,000,000",Maitama,2026-05-30 13:32:24
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,18000000,"₦ 18,000,000",Guzape District,2026-05-30 13:32:24
3,3 bedrooms,Furnished 3bdrm Block of Flats in Jabi Apartment for rent,15000000,"₦ 15,000,000",Jabi,2026-05-30 13:32:24
6,6 bedrooms,6bdrm Duplex in Maitama Property for rent,80000000,"₦ 80,000,000",Maitama,2026-05-30 13:32:24
4,4 bedrooms,4bdrm Duplex in Asokoro for rent,35000000,"₦ 35,000,000",Asokoro,2026-05-30 13:32:24
2,2 bedrooms,2bdrm Duplex in Naf Valley Estate for rent,10000000,"₦ 10,000,000",Asokoro,2026-05-30 13:32:24
3,3 bedrooms,3bdrm Apartment in Asokoro for rent,12000000,"₦ 12,000,000",Asokoro,2026-05-30 13:32:24
1,1 bedroom,1bdrm Apartment in Karu for rent,1200000,"₦ 1,200,000",Karu,2026-05-30 13:32:24
4,4 bedrooms,4bdrm Block of Flats in Wuse 2 for rent,15000000,"₦ 15,000,000",Wuse 2,2026-05-30 13:32:33
2,2 bedrooms,"2bdrm Block of Flats in Afolabi Community, Dawaki for rent",4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:32:33
2,2 bedrooms,2bdrm Block of Flats in Kubwa for rent,3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:32:33
3,3 bedrooms,3bdrm Block of Flats in Katampe for rent,15000000,"₦ 15,000,000",Katampe,2026-05-30 13:32:33
5,5 bedrooms,"5bdrm Duplex in Jahi Gilmore,Fct for rent",17000000,"₦ 17,000,000",Jahi,2026-05-30 13:32:33
3,3 bedrooms,"3bdrm Duplex in Gwarimpa Estate,Fct, Gwarinpa for rent",10000000,"₦ 10,000,000",Gwarinpa,2026-05-30 13:32:33
4,4 bedrooms,4bdrm House in Kado Face 2 Abuja for rent,18000000,"₦ 18,000,000",Kado,2026-05-30 13:32:33
4,4 bedrooms,4bdrm Duplex in Jahi Property for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:32:33
3,3 bedrooms,3bdrm Block of Flats in Katampe Apartment for rent,8000000,"₦ 8,000,000",Katampe (Main),2026-05-30 13:32:33
1,1 bedroom,Furnished 1bdrm Block of Flats in Katampe Apartment for rent,6000000,"₦ 6,000,000",Katampe (Main),2026-05-30 13:32:33
5,5 bedrooms,Furnished 5bdrm Townhouse / Terrace in Guzape District for rent,16000000,"₦ 16,000,000",Guzape District,2026-05-30 13:32:33
5,5 bedrooms,Furnished 5bdrm Duplex in Maitama for rent,50000000,"₦ 50,000,000",Maitama,2026-05-30 13:32:33
2,2 bedrooms,2bdrm Apartment in Maitama for rent,20000000,"₦ 20,000,000",Maitama,2026-05-30 13:32:33
4,4 bedrooms,4bdrm Townhouse / Terrace in Asokoro for rent,12000000,"₦ 12,000,000",Asokoro,2026-05-30 13:32:33
4,4 bedrooms,4bdrm Bungalow in Wuse 2 for rent,12000000,"₦ 12,000,000",Wuse 2,2026-05-30 13:32:33
8,8 bedrooms,8bdrm Duplex in Maitama for rent,50000000,"₦ 50,000,000",Maitama,2026-05-30 13:32:33
1,1 bedroom,1bdrm Room & Parlour in Karu for rent,650000,"₦ 650,000",Karu,2026-05-30 13:32:33
2,2 bedrooms,2bdrm Bungalow in Karu for rent,2000000,"₦ 2,000,000",Karu,2026-05-30 13:32:33
1,1 bedroom,1bdrm Room & Parlour in Karu for rent,700000,"₦ 700,000",Karu,2026-05-30 13:32:33
3,3 bedrooms,3bdrm Block of Flats in Asokoro for rent,35000000,"₦ 35,000,000",Asokoro,2026-05-30 13:32:33
5,5 bedrooms,5bdrm Duplex in Maitama for rent,60000000,"₦ 60,000,000",Maitama,2026-05-30 13:32:33
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,75000000,"₦ 75,000,000",Jahi,2026-05-30 13:32:33
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:32:33
3,3 bedrooms,"3bdrm Block of Flats in Dera Community, Dawaki for rent",5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:32:33
6,6 bedrooms,Furnished 6bdrm Duplex in Asokoro for rent,70000000,"₦ 70,000,000",Asokoro,2026-05-30 13:32:39
1,1 bedroom,1bdrm Apartment in Karu for rent,370000,"₦ 370,000",Karu,2026-05-30 13:32:39
1,1 bedroom,1bdrm Apartment in Karu for rent,1000000,"₦ 1,000,000",Karu,2026-05-30 13:32:39
2,2 bedrooms,"2bdrm Bungalow in Lape Estate, Karu for rent",1300000,"₦ 1,300,000",Karu,2026-05-30 13:32:39
3,3 bedrooms,3bdrm Townhouse / Terrace in Jahi for rent,18000000,"₦ 18,000,000",Jahi,2026-05-30 13:32:39
3,3 bedrooms,Furnished 3bdrm Apartment in Wuse 2 for rent,20000000,"₦ 20,000,000",Wuse 2,2026-05-30 13:32:39
3,3 bedrooms,3bdrm Block of Flats in Maitama for rent,25000000,"₦ 25,000,000",Maitama,2026-05-30 13:32:39
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:32:39
3,3 bedrooms,3bdrm Block of Flats in Life Camp for rent,7500000,"₦ 7,500,000",Life Camp,2026-05-30 13:32:39
2,2 bedrooms,Furnished 2bdrm Apartment in Guzape District for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:32:39
2,2 bedrooms,Furnished 2bdrm Block of Flats in Jahi Furnished for rent,12000000,"₦ 12,000,000",Jahi,2026-05-30 13:32:39
2,2 bedrooms,Furnished 2bdrm Block of Flats in Jahi Apartment for rent,250000000,"₦ 250,000,000",Jahi,2026-05-30 13:32:39
3,3 bedrooms,3bdrm Block of Flats in Katampe for rent,15000000,"₦ 15,000,000",Katampe,2026-05-30 13:32:39
4,4 bedrooms,4bdrm Duplex in Maitama Property for rent,75000000,"₦ 75,000,000",Maitama,2026-05-30 13:32:39
4,4 bedrooms,"4bdrm Duplex in Non, Life Camp for rent",15000000,"₦ 15,000,000",Life Camp,2026-05-30 13:32:39
1,1 bedroom,"1bdrm Duplex in Gwarimpa Abuja By, Gwarinpa for rent",20000000,"₦ 20,000,000",Gwarinpa,2026-05-30 13:32:39
2,2 bedrooms,2bdrm Block of Flats in Kubwa for rent,3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:32:39
8,8 bedrooms,8bdrm Mansion in Maitama for rent,150000000,"₦ 150,000,000",Maitama,2026-05-30 13:32:39
6,6 bedrooms,"6bdrm Duplex in Naf Valley Estate, Asokoro for rent",25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:32:39
1,1 bedroom,1bdrm Apartment in Area 11 for rent,3500000,"₦ 3,500,000",Area 11,2026-05-30 13:32:39
3,3 bedrooms,"3bdrm Bungalow in Nurses Estate, Karu for rent",3500000,"₦ 3,500,000",Karu,2026-05-30 13:32:39
1,1 bedroom,Studio Apartment in Karu for rent,400000,"₦ 400,000",Karu,2026-05-30 13:32:39
1,1 bedroom,Studio Apartment in Karu for rent,400000,"₦ 400,000",Karu,2026-05-30 13:32:39
3,3 bedrooms,3bdrm Apartment in Wuye for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:32:39
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Guzape District for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:32:46
5,5 bedrooms,5bdrm Duplex in Maitama for rent,35000000,"₦ 35,000,000",Maitama,2026-05-30 13:32:46
2,2 bedrooms,2bdrm Block of Flats in Asokoro for rent,5000000,"₦ 5,000,000",Asokoro,2026-05-30 13:32:46
6,6 bedrooms,6bdrm Duplex in Asokoro for rent,48000000,"₦ 48,000,000",Asokoro,2026-05-30 13:32:46
1,1 bedroom,1bdrm Apartment in Mararaba for rent,500000,"₦ 500,000",Mararaba,2026-05-30 13:32:46
1,1 bedroom,1bdrm Apartment in Nurses Estate Phase for rent,1500000,"₦ 1,500,000",Karu,2026-05-30 13:32:46
3,3 bedrooms,"Furnished 3bdrm Penthouse in Osilama Garden, FHA for rent",5000000,"₦ 5,000,000",FHA,2026-05-30 13:32:46
2,2 bedrooms,2bdrm Block of Flats in Kubwa for rent,3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:32:46
4,4 bedrooms,"4bdrm Townhouse / Terrace in Palm Estate, Dawaki for rent",20000000,"₦ 20,000,000",Dawaki,2026-05-30 13:32:46
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",5000000,"₦ 5,000,000",Kubwa,2026-05-30 13:32:46
5,5 bedrooms,5bdrm Duplex in Maitama Estate for rent,50000000,"₦ 50,000,000",Maitama,2026-05-30 13:32:46
4,4 bedrooms,4bdrm Duplex in Maitama Property for rent,25000000,"₦ 25,000,000",Maitama,2026-05-30 13:32:46
2,2 bedrooms,Furnished 2bdrm Block of Flats in Jahi Property for rent,13000000,"₦ 13,000,000",Jahi,2026-05-30 13:32:46
2,2 bedrooms,Furnished 2bdrm Apartment in Wuye for rent,25000000,"₦ 25,000,000",Wuye,2026-05-30 13:32:46
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Guzape District for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:32:46
3,3 bedrooms,3bdrm Apartment in Life Camp for rent,7500000,"₦ 7,500,000",Life Camp,2026-05-30 13:32:46
5,5 bedrooms,"5bdrm Duplex in Naf Valley Estate, Asokoro for rent",20000000,"₦ 20,000,000",Asokoro,2026-05-30 13:32:46
3,3 bedrooms,3bdrm Block of Flats in Maitama for rent,30000000,"₦ 30,000,000",Maitama,2026-05-30 13:32:46
2,2 bedrooms,2bdrm Bungalow in Maitama for rent,6000000,"₦ 6,000,000",Maitama,2026-05-30 13:32:46
3,3 bedrooms,"3bdrm Bungalow in Efab Queen Estate, Gwarinpa for rent",12000000,"₦ 12,000,000",Gwarinpa,2026-05-30 13:32:46
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:32:46
3,3 bedrooms,"3bdrm Block of Flats in Not In An Estate, Dawaki for rent",5500000,"₦ 5,500,000",Dawaki,2026-05-30 13:32:46
3,3 bedrooms,Furnished 3bdrm Apartment in Garki Apartment for rent,35000000,"₦ 35,000,000",Garki 2,2026-05-30 13:32:46
3,3 bedrooms,Furnished 3bdrm Apartment in Idu for rent,9000000,"₦ 9,000,000",Idu,2026-05-30 13:32:46
3,3 bedrooms,"3bdrm Bungalow in Efab Queen Estate, Gwarinpa for rent",12000000,"₦ 12,000,000",Gwarinpa,2026-05-30 13:32:51
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:32:51
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:32:51
4,4 bedrooms,Furnished 4bdrm Duplex in Asokoro for rent,40000000,"₦ 40,000,000",Asokoro,2026-05-30 13:32:51
4,4 bedrooms,4bdrm Duplex in Kado for rent,20000000,"₦ 20,000,000",Kado,2026-05-30 13:32:51
4,4 bedrooms,4bdrm Duplex in Life Camp Property for rent,250000000,"₦ 250,000,000",Life Camp,2026-05-30 13:32:51
5,5 bedrooms,Furnished 5bdrm Townhouse / Terrace in Guzape District for rent,16000000,"₦ 16,000,000",Guzape District,2026-05-30 13:32:51
6,6 bedrooms,"6bdrm Duplex in Naf Valley Estate, Asokoro for rent",20000000,"₦ 20,000,000",Asokoro,2026-05-30 13:32:51
2,2 bedrooms,2bdrm Block of Flats in Guzape District for rent,6000000,"₦ 6,000,000",Guzape District,2026-05-30 13:32:51
4,4 bedrooms,4bdrm Duplex in Asokoro for rent,15000000,"₦ 15,000,000",Asokoro,2026-05-30 13:32:51
2,2 bedrooms,Furnished 2bdrm Block of Flats in Wuse 2 Apartment for rent,18000000,"₦ 18,000,000",Wuse 2,2026-05-30 13:32:51
3,3 bedrooms,Furnished 3bdrm Block of Flats in Wuse 2 Property for rent,40000000,"₦ 40,000,000",Wuse 2,2026-05-30 13:32:51
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3000000,"₦ 3,000,000",Kubwa,2026-05-30 13:32:51
3,3 bedrooms,"3bdrm Block of Flats in Not In An Estate, Dawaki for rent",5500000,"₦ 5,500,000",Dawaki,2026-05-30 13:32:51
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Abuja (FCT) for rent",6000000,"₦ 6,000,000",Abuja (FCT),2026-05-30 13:32:51
2,2 bedrooms,2bdrm Block of Flats in Jabi for rent,6000000,"₦ 6,000,000",Jabi,2026-05-30 13:32:51
1,1 bedroom,Studio Apartment in Asokoro for rent,3000000,"₦ 3,000,000",Asokoro,2026-05-30 13:32:51
3,3 bedrooms,3bdrm Apartment in Maitama for rent,10000000,"₦ 10,000,000",Maitama,2026-05-30 13:32:51
3,3 bedrooms,3bdrm Block of Flats in Life Camp for rent,7500000,"₦ 7,500,000",Life Camp,2026-05-30 13:32:51
2,2 bedrooms,Furnished 2bdrm Block of Flats in Jahi Furnished for rent,12000000,"₦ 12,000,000",Jahi,2026-05-30 13:32:51
3,3 bedrooms,3bdrm Apartment in Wuye for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:32:51
2,2 bedrooms,Furnished 2bdrm Block of Flats in Jahi Apartment for rent,250000000,"₦ 250,000,000",Jahi,2026-05-30 13:32:51
4,4 bedrooms,4bdrm Duplex in Maitama Property for rent,75000000,"₦ 75,000,000",Maitama,2026-05-30 13:32:51
3,3 bedrooms,3bdrm Duplex in Lugbe District for rent,6000000,"₦ 6,000,000",Lugbe District,2026-05-30 13:32:51
2,2 bedrooms,Furnished 2bdrm Block of Flats in Jabi Property for rent,49000000,"₦ 49,000,000",Jabi,2026-05-30 13:32:58
3,3 bedrooms,3bdrm Block of Flats in Jahi Property for rent,8000000,"₦ 8,000,000",Jahi,2026-05-30 13:32:58
4,4 bedrooms,4bdrm Duplex in Jahi Property for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:32:58
4,4 bedrooms,4bdrm Duplex in Wuse for rent,70000000,"₦ 70,000,000",Wuse,2026-05-30 13:32:58
3,3 bedrooms,3bdrm Apartment in Apo District for rent,9000000,"₦ 9,000,000",Apo District,2026-05-30 13:32:58
8,8 bedrooms,8bdrm Mansion in Maitama for rent,150000000,"₦ 150,000,000",Maitama,2026-05-30 13:32:58
6,6 bedrooms,"6bdrm Duplex in Naf Valley Estate, Asokoro for rent",25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:32:58
1,1 bedroom,1bdrm Apartment in Area 11 for rent,3500000,"₦ 3,500,000",Area 11,2026-05-30 13:32:58
4,4 bedrooms,4bdrm Duplex in Maitama for rent,15000000,"₦ 15,000,000",Maitama,2026-05-30 13:32:58
1,1 bedroom,"1bdrm Bungalow in Naf Valley Estate, Asokoro for rent",4500000,"₦ 4,500,000",Asokoro,2026-05-30 13:32:58
4,4 bedrooms,4bdrm Duplex in Maitama for rent,30000000,"₦ 30,000,000",Maitama,2026-05-30 13:32:58
5,5 bedrooms,5bdrm Duplex in Maitama Estate for rent,50000000,"₦ 50,000,000",Maitama,2026-05-30 13:32:58
2,2 bedrooms,Furnished 2bdrm Block of Flats in Jahi Property for rent,13000000,"₦ 13,000,000",Jahi,2026-05-30 13:32:58
4,4 bedrooms,4bdrm Duplex in Life Camp Property for rent,250000000,"₦ 250,000,000",Life Camp,2026-05-30 13:32:58
4,4 bedrooms,"4bdrm Duplex in Naf Valley Estate, Asokoro for rent",25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:32:58
2,2 bedrooms,2bdrm Block of Flats in Asokoro for rent,6000000,"₦ 6,000,000",Asokoro,2026-05-30 13:32:58
2,2 bedrooms,2bdrm Block of Flats in Zone 5 / Wuse for rent,5000000,"₦ 5,000,000",Zone 5 / Wuse,2026-05-30 13:32:58
