Bedrooms,Bedrooms(category),Property Category,Price,Price(with currency),District,Scraped_At
4,4 bedrooms,4bdrm Duplex in Mabushi for rent,25000000,"₦ 25,000,000",Mabushi,2026-05-30 13:28:56
1,1 bedroom,Furnished 1bdrm Block of Flats in Garki 2 for rent,5500000,"₦ 5,500,000",Garki 2,2026-05-30 13:28:56
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,72000000,"₦ 72,000,000",Jahi,2026-05-30 13:28:56
2,2 bedrooms,"Furnished 2bdrm Apartment in Apo Nepa, Zone B for rent",7500000,"₦ 7,500,000",Zone B,2026-05-30 13:28:56
4,4 bedrooms,4bdrm Duplex in Wuye for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:28:56
7,7 bedrooms,7bdrm Duplex in Maitama for rent,100000000,"₦ 100,000,000",Maitama,2026-05-30 13:28:56
10,10 bedrooms,10bdrm Duplex in Maitama District for rent,250000000,"₦ 250,000,000",Maitama,2026-05-30 13:28:56
1,1 bedroom,Studio Apartment in Mabushi for rent,3500000,"₦ 3,500,000",Mabushi,2026-05-30 13:28:56
3,3 bedrooms,Furnished 3bdrm Apartment in Katampe Extension for rent,180000000,"₦ 180,000,000",Katampe Extension,2026-05-30 13:28:56
3,3 bedrooms,3bdrm Townhouse / Terrace in Jahi for rent,10000000,"₦ 10,000,000",Jahi,2026-05-30 13:28:56
3,3 bedrooms,3bdrm Townhouse / Terrace in Katampe Extension for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:28:56
5,5 bedrooms,5bdrm Duplex in Wuse 2 for rent,25000000,"₦ 25,000,000",Wuse 2,2026-05-30 13:28:56
1,1 bedroom,"Furnished 1bdrm Room & Parlour in Maryland, Garki 2 for rent",5500000,"₦ 5,500,000",Garki 2,2026-05-30 13:28:56
3,3 bedrooms,3bdrm Apartment in Jahi for rent,7500000,"₦ 7,500,000",Jahi,2026-05-30 13:29:04
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape for rent,17000000,"₦ 17,000,000",Guzape District,2026-05-30 13:29:04
18,18 bedrooms,Furnished 18bdrm Block of Flats in Katampe Main for rent,60000000,"₦ 60,000,000",Katampe (Main),2026-05-30 13:29:04
2,2 bedrooms,"Furnished 2bdrm Block of Flats in Sauka New Side, Abaji for rent",2500000,"₦ 2,500,000",Abaji,2026-05-30 13:29:04
3,3 bedrooms,3bdrm Block of Flats in Wuse 2 for rent,10000000,"₦ 10,000,000",Wuse 2,2026-05-30 13:29:04
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape for rent,25000000,"₦ 25,000,000",Guzape District,2026-05-30 13:29:04
2,2 bedrooms,"2bdrm Block of Flats in Bilaad Estate, Life Camp for rent",6500000,"₦ 6,500,000",Life Camp,2026-05-30 13:29:04
2,2 bedrooms,"2bdrm Block of Flats in Justice Estate, Gwarinpa for rent",4200000,"₦ 4,200,000",Gwarinpa,2026-05-30 13:29:04
3,3 bedrooms,3bdrm Apartment in Asokoro for rent,23000000,"₦ 23,000,000",Asokoro,2026-05-30 13:29:04
6,6 bedrooms,6bdrm Duplex in Maitama for rent,80000000,"₦ 80,000,000",Maitama,2026-05-30 13:29:04
1,1 bedroom,"Furnished Studio Apartment in Paradise Estate, Katampe (Main) for rent",2300000,"₦ 2,300,000",Katampe (Main),2026-05-30 13:29:04
2,2 bedrooms,"2bdrm Block of Flats in Jahi Gilmore,Fct for rent",9000000,"₦ 9,000,000",Jahi,2026-05-30 13:29:04
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:29:04
1,1 bedroom,"1bdrm Block of Flats in Fo1, Kubwa for rent",2500000,"₦ 2,500,000",Kubwa,2026-05-30 13:29:04
3,3 bedrooms,3bdrm Block of Flats in Dawaki for rent,4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:29:04
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate By, Gwarinpa for rent",16000000,"₦ 16,000,000",Gwarinpa,2026-05-30 13:29:04
3,3 bedrooms,"Furnished 3bdrm Duplex in Gwarimpa Extension, Gwarinpa for rent",15000000,"₦ 15,000,000",Gwarinpa,2026-05-30 13:29:04
3,3 bedrooms,"3bdrm Block of Flats in Nuggets, Katampe (Main) for rent",9000000,"₦ 9,000,000",Katampe (Main),2026-05-30 13:29:04
4,4 bedrooms,4bdrm Duplex in Guzape Main for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:29:04
3,3 bedrooms,"3bdrm Block of Flats in Federal Housing, Guzape District for rent",9500000,"₦ 9,500,000",Guzape District,2026-05-30 13:29:04
4,4 bedrooms,4bdrm Duplex in Guzape Main for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:29:04
3,3 bedrooms,3bdrm Duplex in Life Camp for rent,10000000,"₦ 10,000,000",Life Camp,2026-05-30 13:29:04
3,3 bedrooms,Furnished 3bdrm Block of Flats in Jahi for rent,20000000,"₦ 20,000,000",Jahi,2026-05-30 13:29:04
4,4 bedrooms,"4bdrm Duplex in Nugget, Mabushi for rent",15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:29:04
4,4 bedrooms,4bdrm Duplex in Guzape Main for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:29:09
4,4 bedrooms,"4bdrm Duplex in Nugget, Mabushi for rent",15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:29:09
5,5 bedrooms,5bdrm Duplex in Jahi Gilmore Fct for rent,16000000,"₦ 16,000,000",Jahi,2026-05-30 13:29:09
1,1 bedroom,Furnished 1bdrm Apartment in Apo Resettlement for rent,3000000,"₦ 3,000,000",Apo Resettlement,2026-05-30 13:29:09
4,4 bedrooms,"4bdrm Bungalow in Gwarimpa Extension, Gwarinpa for rent",10000000,"₦ 10,000,000",Gwarinpa,2026-05-30 13:29:09
5,5 bedrooms,"5bdrm Duplex in Nugget, Guzape District for rent",15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:29:09
2,2 bedrooms,2bdrm Apartment in Life Camp for rent,6000000,"₦ 6,000,000",Life Camp,2026-05-30 13:29:09
4,4 bedrooms,4bdrm Duplex in Guzape Main for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:29:09
5,5 bedrooms,"5bdrm Duplex in Nuggy, Katampe for rent",25000000,"₦ 25,000,000",Katampe,2026-05-30 13:29:09
4,4 bedrooms,4bdrm Block of Flats in Dakibiyu for rent,8000000,"₦ 8,000,000",Dakibiyu,2026-05-30 13:29:09
4,4 bedrooms,4bdrm Townhouse / Terrace in Jahi for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:29:09
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,9000000,"₦ 9,000,000",Guzape District,2026-05-30 13:29:09
2,2 bedrooms,2bdrm Block of Flats in Wuye for rent,6500000,"₦ 6,500,000",Wuye,2026-05-30 13:29:09
4,4 bedrooms,4bdrm Duplex in Mabushi for rent,12000000,"₦ 12,000,000",Mabushi,2026-05-30 13:29:09
1,1 bedroom,1bdrm Apartment in Kado for rent,2000000,"₦ 2,000,000",Kado,2026-05-30 13:29:09
6,6 bedrooms,6bdrm Duplex in Guzape District for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:29:09
3,3 bedrooms,3bdrm Apartment in Jabi for rent,7000000,"₦ 7,000,000",Jabi,2026-05-30 13:29:09
4,4 bedrooms,4bdrm Duplex in Wuye District for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:29:09
4,4 bedrooms,"4bdrm Duplex in Main Gusape, Guzape District for rent",20000000,"₦ 20,000,000",Guzape District,2026-05-30 13:29:09
3,3 bedrooms,3bdrm Duplex in Durumi District for rent,15000000,"₦ 15,000,000",Durumi,2026-05-30 13:29:09
6,6 bedrooms,6bdrm Duplex in Maitama for rent,80000000,"₦ 80,000,000",Maitama,2026-05-30 13:29:09
4,4 bedrooms,4bdrm Duplex in Guzape District for rent,12500000,"₦ 12,500,000",Guzape District,2026-05-30 13:29:09
2,2 bedrooms,2bdrm Block of Flats in Durumi for rent,6000000,"₦ 6,000,000",Durumi,2026-05-30 13:29:09
3,3 bedrooms,Furnished 3bdrm Block of Flats in Katampe (Main) for rent,8000000,"₦ 8,000,000",Katampe (Main),2026-05-30 13:29:09
1,1 bedroom,"Furnished 1bdrm Bungalow in Firstrut Estate, Katampe (Main) for rent",4000000,"₦ 4,000,000",Katampe (Main),2026-05-30 13:29:17
2,2 bedrooms,"2bdrm Block of Flats in Rockville Estate, Dawaki for rent",4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:29:17
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:29:17
2,2 bedrooms,"2bdrm Apartment in Apase Estate, FHA for rent",2800000,"₦ 2,800,000",FHA,2026-05-30 13:29:17
5,5 bedrooms,5bdrm Duplex in Katampe Extension for rent,35000000,"₦ 35,000,000",Katampe Extension,2026-05-30 13:29:17
3,3 bedrooms,"3bdrm Townhouse / Terrace in Value Chain Estate, Dawaki for rent",8000000,"₦ 8,000,000",Dawaki,2026-05-30 13:29:17
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate,Fct, Gwarinpa for rent",11000000,"₦ 11,000,000",Gwarinpa,2026-05-30 13:29:17
4,4 bedrooms,"4bdrm Duplex in Jahi Gilmore,Very for rent",15000000,"₦ 15,000,000",Jahi,2026-05-30 13:29:17
3,3 bedrooms,3bdrm Block of Flats in Guzape for rent,8000000,"₦ 8,000,000",Guzape District,2026-05-30 13:29:17
3,3 bedrooms,3bdrm Block of Flats in Guzape for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:29:17
2,2 bedrooms,Furnished 2bdrm Block of Flats in Jabi for rent,20000000,"₦ 20,000,000",Jabi,2026-05-30 13:29:17
5,5 bedrooms,5bdrm Townhouse / Terrace in Kado District for rent,30000000,"₦ 30,000,000",Kado,2026-05-30 13:29:17
5,5 bedrooms,5bdrm Duplex in Asokoro for rent,25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:29:17
3,3 bedrooms,"3bdrm Townhouse / Terrace in Main Maita, Maitama for rent",20000000,"₦ 20,000,000",Maitama,2026-05-30 13:29:17
1,1 bedroom,Furnished 1bdrm Apartment in Wuye for rent,7300000,"₦ 7,300,000",Wuye,2026-05-30 13:29:17
5,5 bedrooms,5bdrm Duplex in Guzape District for rent,25000000,"₦ 25,000,000",Guzape District,2026-05-30 13:29:17
7,7 bedrooms,7bdrm Duplex in Maitama for rent,50000000,"₦ 50,000,000",Maitama,2026-05-30 13:29:17
4,4 bedrooms,4bdrm Duplex in Mabushi for rent,12000000,"₦ 12,000,000",Mabushi,2026-05-30 13:29:17
1,1 bedroom,1bdrm Apartment in Apo Resettlement for rent,6000000,"₦ 6,000,000",Apo Resettlement,2026-05-30 13:29:17
3,3 bedrooms,3bdrm Duplex in Apo Resettlement for rent,4500000,"₦ 4,500,000",Apo Resettlement,2026-05-30 13:29:17
3,3 bedrooms,3bdrm Block of Flats in Durumi for rent,5000000,"₦ 5,000,000",Durumi,2026-05-30 13:29:17
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Lugbe District for rent,10000000,"₦ 10,000,000",Lugbe District,2026-05-30 13:29:17
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,12500000,"₦ 12,500,000",Jahi,2026-05-30 13:29:17
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,8500000,"₦ 8,500,000",Jahi,2026-05-30 13:29:17
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,13000000,"₦ 13,000,000",Mabushi,2026-05-30 13:29:25
6,6 bedrooms,Furnished 6bdrm Duplex in Wuse 2 for rent,20000000,"₦ 20,000,000",Wuse 2,2026-05-30 13:29:25
2,2 bedrooms,2bdrm Apartment in Jahi for rent,7000000,"₦ 7,000,000",Jahi,2026-05-30 13:29:25
2,2 bedrooms,Furnished 2bdrm Block of Flats in Brains & Hammers for rent,8800000,"₦ 8,800,000",Life Camp,2026-05-30 13:29:25
4,4 bedrooms,4bdrm Duplex in Katampe Main for rent,15000000,"₦ 15,000,000",Katampe (Main),2026-05-30 13:29:25
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:29:25
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,3500000,"₦ 3,500,000",Dawaki,2026-05-30 13:29:25
3,3 bedrooms,"3bdrm Townhouse / Terrace in Belham, Gwarinpa for rent",5500000,"₦ 5,500,000",Gwarinpa,2026-05-30 13:29:25
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3000000,"₦ 3,000,000",Kubwa,2026-05-30 13:29:25
3,3 bedrooms,3bdrm Block of Flats in Main Jabi By Fcmb for rent,5500000,"₦ 5,500,000",Jabi,2026-05-30 13:29:25
4,4 bedrooms,4bdrm Duplex in Kado Before Life for rent,20000000,"₦ 20,000,000",Kado,2026-05-30 13:29:25
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate By, Gwarinpa for rent",15000000,"₦ 15,000,000",Gwarinpa,2026-05-30 13:29:25
4,4 bedrooms,4bdrm Townhouse / Terrace in Main Guzape for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:29:25
4,4 bedrooms,"4bdrm Duplex in Gwarimpa, Gwarinpa for rent",11000000,"₦ 11,000,000",Gwarinpa,2026-05-30 13:29:25
1,1 bedroom,Furnished 1bdrm Apartment in Katampe for rent,7000000,"₦ 7,000,000",Katampe (Main),2026-05-30 13:29:25
3,3 bedrooms,3bdrm Apartment in Guzape for rent,10000000,"₦ 10,000,000",Guzape District,2026-05-30 13:29:25
3,3 bedrooms,3bdrm Apartment in Jahi Gilmore for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:29:25
4,4 bedrooms,4bdrm Duplex in Guzape Main for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:29:25
3,3 bedrooms,3bdrm Block of Flats in Guzape Main for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:29:25
3,3 bedrooms,3bdrm Apartment in Wuse 2 for rent,15000000,"₦ 15,000,000",Wuse 2,2026-05-30 13:29:25
4,4 bedrooms,4bdrm Townhouse / Terrace in Main Wuye for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:29:25
3,3 bedrooms,"3bdrm Apartment in Main Gusape, Guzape District for rent",16000000,"₦ 16,000,000",Guzape District,2026-05-30 13:29:25
6,6 bedrooms,6bdrm Duplex in Guzape District for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:29:25
3,3 bedrooms,3bdrm Apartment in Jabi for rent,7000000,"₦ 7,000,000",Jabi,2026-05-30 13:29:25
4,4 bedrooms,4bdrm Duplex in Guzape Main for rent,40000000,"₦ 40,000,000",Guzape District,2026-05-30 13:29:32
3,3 bedrooms,"Furnished 3bdrm Apartment in Main Gusape, Guzape District for rent",30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:29:32
6,6 bedrooms,6bdrm Duplex in Asokoro District for rent,45000000,"₦ 45,000,000",Asokoro,2026-05-30 13:29:32
1,1 bedroom,Mini Flat in Dutse-Alhaji for rent,700000,"₦ 700,000",Dutse-Alhaji,2026-05-30 13:29:32
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuye Main for rent,25000000,"₦ 25,000,000",Wuye,2026-05-30 13:29:32
2,2 bedrooms,2bdrm Apartment in Wuse 2 for rent,12500000,"₦ 12,500,000",Wuse 2,2026-05-30 13:29:32
4,4 bedrooms,4bdrm Duplex in Jahi for rent,20000000,"₦ 20,000,000",Jahi,2026-05-30 13:29:32
4,4 bedrooms,4bdrm Duplex in Life Camp for rent,16000000,"₦ 16,000,000",Life Camp,2026-05-30 13:29:32
4,4 bedrooms,4bdrm Duplex in Guzape District for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:29:32
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,8000000,"₦ 8,000,000",Guzape District,2026-05-30 13:29:32
3,3 bedrooms,3bdrm Block of Flats in Zone B for rent,7500000,"₦ 7,500,000",Zone B,2026-05-30 13:29:32
3,3 bedrooms,3bdrm Block of Flats in Mabushi for rent,7000000,"₦ 7,000,000",Mabushi,2026-05-30 13:29:32
3,3 bedrooms,"Furnished 3bdrm Block of Flats in Gilmo, Jahi for rent",10000000,"₦ 10,000,000",Jahi,2026-05-30 13:29:32
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe for rent,14000000,"₦ 14,000,000",Katampe (Main),2026-05-30 13:29:32
4,4 bedrooms,4bdrm Apartment in Wuye for rent,20000000,"₦ 20,000,000",Wuye,2026-05-30 13:29:32
4,4 bedrooms,4bdrm Apartment in Katampe Extension for rent,16000000,"₦ 16,000,000",Katampe Extension,2026-05-30 13:29:32
2,2 bedrooms,Furnished 2bdrm Apartment in Main Idu for rent,6000000,"₦ 6,000,000",Idu,2026-05-30 13:29:32
5,5 bedrooms,5bdrm Townhouse / Terrace in Jahi Gilmore for rent,18000000,"₦ 18,000,000",Jahi,2026-05-30 13:29:32
1,1 bedroom,"1bdrm Block of Flats in News Engineering, Dawaki for rent",2800000,"₦ 2,800,000",Dawaki,2026-05-30 13:29:32
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,12500000,"₦ 12,500,000",Jahi,2026-05-30 13:29:32
3,3 bedrooms,"3bdrm Block of Flats in Durunmi, Durumi for rent",9000000,"₦ 9,000,000",Durumi,2026-05-30 13:29:32
2,2 bedrooms,"2bdrm Townhouse / Terrace in Hill Field Homes, Dawaki for rent",5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:29:32
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:29:32
3,3 bedrooms,"3bdrm Townhouse / Terrace in Dantata Estate, Kubwa for rent",6000000,"₦ 6,000,000",Kubwa,2026-05-30 13:29:32
4,4 bedrooms,"4bdrm Duplex in Jahi Gilmore,Very for rent",15000000,"₦ 15,000,000",Jahi,2026-05-30 13:29:37
3,3 bedrooms,3bdrm Block of Flats in Guzape for rent,10000000,"₦ 10,000,000",Guzape District,2026-05-30 13:29:37
3,3 bedrooms,3bdrm Apartment in Jahi Gilmore for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:29:37
1,1 bedroom,1bdrm Bungalow in Lokogoma for rent,550000,"₦ 550,000",Lokogoma,2026-05-30 13:29:37
2,2 bedrooms,2bdrm Apartment in Maitama District for rent,15000000,"₦ 15,000,000",Maitama,2026-05-30 13:29:37
5,5 bedrooms,"5bdrm Townhouse / Terrace in Main Gusape, Guzape District for rent",15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:29:37
4,4 bedrooms,4bdrm Duplex in Utako District for rent,18000000,"₦ 18,000,000",Utako,2026-05-30 13:29:37
3,3 bedrooms,3bdrm Apartment in Mabushi for rent,7000000,"₦ 7,000,000",Mabushi,2026-05-30 13:29:37
6,6 bedrooms,6bdrm Duplex in Life Camp for rent,35000000,"₦ 35,000,000",Life Camp,2026-05-30 13:29:37
1,1 bedroom,Furnished 1bdrm Apartment in Wuye for rent,7300000,"₦ 7,300,000",Wuye,2026-05-30 13:29:37
5,5 bedrooms,5bdrm Duplex in Guzape District for rent,20000000,"₦ 20,000,000",Guzape District,2026-05-30 13:29:37
4,4 bedrooms,4bdrm Duplex in Durumi for rent,12000000,"₦ 12,000,000",Durumi,2026-05-30 13:29:37
5,5 bedrooms,5bdrm Duplex in Guzape District for rent,25000000,"₦ 25,000,000",Guzape District,2026-05-30 13:29:37
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,13000000,"₦ 13,000,000",Mabushi,2026-05-30 13:29:37
6,6 bedrooms,Furnished 6bdrm Duplex in Wuse 2 for rent,20000000,"₦ 20,000,000",Wuse 2,2026-05-30 13:29:37
4,4 bedrooms,4bdrm Townhouse / Terrace in Jahi for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:29:37
1,1 bedroom,Furnished Studio Apartment in Katampe Main for rent,2300000,"₦ 2,300,000",Katampe (Main),2026-05-30 13:29:37
1,1 bedroom,"Furnished 1bdrm Bungalow in Firstrut Estate, Katampe (Main) for rent",4000000,"₦ 4,000,000",Katampe (Main),2026-05-30 13:29:37
3,3 bedrooms,"Furnished 3bdrm Townhouse / Terrace in Belham Estate, Gwarinpa for rent",11000000,"₦ 11,000,000",Gwarinpa,2026-05-30 13:29:37
3,3 bedrooms,3bdrm Apartment in Wuye for rent,170000000,"₦ 170,000,000",Wuye,2026-05-30 13:29:37
2,2 bedrooms,"2bdrm Block of Flats in Rockville Estate, Dawaki for rent",4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:29:37
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:29:37
3,3 bedrooms,"3bdrm Townhouse / Terrace in Value Chain Estate, Dawaki for rent",8000000,"₦ 8,000,000",Dawaki,2026-05-30 13:29:37
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate Fct, Gwarinpa for rent",15000000,"₦ 15,000,000",Gwarinpa,2026-05-30 13:29:37
4,4 bedrooms,4bdrm Apartment in Wuye for rent,20000000,"₦ 20,000,000",Wuye,2026-05-30 13:29:45
1,1 bedroom,1bdrm Apartment in Jabi Main for rent,16500000,"₦ 16,500,000",Jabi,2026-05-30 13:29:45
4,4 bedrooms,4bdrm Duplex in Mabushi District for rent,17000000,"₦ 17,000,000",Mabushi,2026-05-30 13:29:45
2,2 bedrooms,"2bdrm Apartment in Kuchiyako Estate, Kuje for rent",2000000,"₦ 2,000,000",Kuje,2026-05-30 13:29:45
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Maitama District for rent,90000000,"₦ 90,000,000",Maitama,2026-05-30 13:29:45
3,3 bedrooms,3bdrm Townhouse / Terrace in Jahi for rent,10000000,"₦ 10,000,000",Jahi,2026-05-30 13:29:45
3,3 bedrooms,3bdrm House in Wuse 2 for rent,20000000,"₦ 20,000,000",Wuse 2,2026-05-30 13:29:45
3,3 bedrooms,3bdrm Block of Flats in Gudu for rent,8000000,"₦ 8,000,000",Gudu,2026-05-30 13:29:45
2,2 bedrooms,2bdrm Bungalow in Apo Resettlement for rent,4000000,"₦ 4,000,000",Apo Resettlement,2026-05-30 13:29:45
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuse 2 for rent,35000000,"₦ 35,000,000",Wuse 2,2026-05-30 13:29:45
5,5 bedrooms,5bdrm Duplex in Durumi for rent,10000000,"₦ 10,000,000",Durumi,2026-05-30 13:29:45
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,10000000,"₦ 10,000,000",Jahi,2026-05-30 13:29:45
3,3 bedrooms,Furnished 3bdrm Block of Flats in Jahi for rent,10000000,"₦ 10,000,000",Jahi,2026-05-30 13:29:45
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:29:45
2,2 bedrooms,2bdrm Block of Flats in Kubwa for rent,3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:29:45
2,2 bedrooms,Furnished 2bdrm Block of Flats in Katampe for rent,15000000,"₦ 15,000,000",Katampe Extension,2026-05-30 13:29:45
1,1 bedroom,1bdrm Block of Flats in Dawaki for rent,2800000,"₦ 2,800,000",Dawaki,2026-05-30 13:29:45
2,2 bedrooms,"2bdrm Apartment in Diplomatic Zone, Katampe Extension for rent",11000000,"₦ 11,000,000",Katampe Extension,2026-05-30 13:29:45
5,5 bedrooms,"5bdrm Duplex in Jahi Gilmore,Fct for rent",17000000,"₦ 17,000,000",Jahi,2026-05-30 13:29:45
2,2 bedrooms,2bdrm Block of Flats in Idu Main for rent,4000000,"₦ 4,000,000",Idu,2026-05-30 13:29:45
3,3 bedrooms,"3bdrm Duplex in Gwarimpa Estate,Fct, Gwarinpa for rent",10000000,"₦ 10,000,000",Gwarinpa,2026-05-30 13:29:45
5,5 bedrooms,5bdrm Duplex in Jahi Gilmore Fct for rent,16000000,"₦ 16,000,000",Jahi,2026-05-30 13:29:45
2,2 bedrooms,"2bdrm Apartment in River Park, Lugbe District for rent",6000000,"₦ 6,000,000",Lugbe District,2026-05-30 13:29:45
4,4 bedrooms,4bdrm Duplex in Mabushi for rent,12000000,"₦ 12,000,000",Mabushi,2026-05-30 13:29:45
3,3 bedrooms,"Furnished 3bdrm Block of Flats in Gilmo, Jahi for rent",10000000,"₦ 10,000,000",Jahi,2026-05-30 13:29:56
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",5000000,"₦ 5,000,000",Kubwa,2026-05-30 13:29:56
4,4 bedrooms,4bdrm Duplex in Kubwa for rent,8000000,"₦ 8,000,000",Kubwa,2026-05-30 13:29:56
1,1 bedroom,"1bdrm Apartment in Banana Island, Jahi for rent",2000000,"₦ 2,000,000",Jahi,2026-05-30 13:29:56
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe for rent,14000000,"₦ 14,000,000",Katampe (Main),2026-05-30 13:29:56
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe Extension for rent,10000000,"₦ 10,000,000",Katampe Extension,2026-05-30 13:29:56
4,4 bedrooms,"4bdrm Townhouse / Terrace in Off 3Rd Avenue, Gwarinpa for rent",9000000,"₦ 9,000,000",Gwarinpa,2026-05-30 13:29:56
1,1 bedroom,Furnished 1bdrm Apartment in Katampe Main for rent,6000000,"₦ 6,000,000",Katampe (Main),2026-05-30 13:29:56
2,2 bedrooms,2bdrm Block of Flats in Jahi Glimo for rent,6500000,"₦ 6,500,000",Jahi,2026-05-30 13:29:56
5,5 bedrooms,"Furnished 5bdrm Duplex in Trem Church, Life Camp for rent",15000000,"₦ 15,000,000",Life Camp,2026-05-30 13:29:56
5,5 bedrooms,"5bdrm Duplex in Gwarimpa Estate By, Gwarinpa for rent",14000000,"₦ 14,000,000",Gwarinpa,2026-05-30 13:29:56
4,4 bedrooms,"4bdrm Bungalow in Gwarimpa, Gwarinpa for rent",10000000,"₦ 10,000,000",Gwarinpa,2026-05-30 13:29:56
4,4 bedrooms,"4bdrm Duplex in Jahi Gilmore,Fct for rent",20000000,"₦ 20,000,000",Jahi,2026-05-30 13:29:56
2,2 bedrooms,2bdrm Apartment in Lifecamp for rent,5000000,"₦ 5,000,000",Life Camp,2026-05-30 13:29:56
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe Main for rent,14000000,"₦ 14,000,000",Katampe,2026-05-30 13:29:56
3,3 bedrooms,Furnished 3bdrm Apartment in Main Asokoro for rent,75000000,"₦ 75,000,000",Asokoro,2026-05-30 13:29:56
6,6 bedrooms,6bdrm House in Life Camp for rent,25000000,"₦ 25,000,000",Life Camp,2026-05-30 13:29:56
4,4 bedrooms,4bdrm Bungalow in Maitama for rent,20000000,"₦ 20,000,000",Maitama,2026-05-30 13:29:56
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:29:56
2,2 bedrooms,2bdrm Block of Flats in Kaura for rent,7500000,"₦ 7,500,000",Kaura,2026-05-30 13:29:56
4,4 bedrooms,4bdrm Duplex in Gaduwa for rent,10000000,"₦ 10,000,000",Gaduwa,2026-05-30 13:29:56
3,3 bedrooms,3bdrm Bungalow in Life Camp for rent,6000000,"₦ 6,000,000",Life Camp,2026-05-30 13:29:56
5,5 bedrooms,"5bdrm Duplex in Harmony Estate, Gwarinpa for rent",12000000,"₦ 12,000,000",Gwarinpa,2026-05-30 13:29:56
