Property Category,Price (Per Annum),Location,Scraped_At
5 bedroom terraced duplex for rent,"₦20,000,000","Jahi, Abuja",2026-06-01 11:16:26
4 bedroom semi-detached duplex for rent,"₦25,000,000","Life Camp, Abuja",2026-06-01 11:16:26
1 bedroom mini flat (room and parlour) for rent,"₦2,500,000","Sagwari Layout Opposite F O 1, FO1 Layout, Kubwa, Abuja",2026-06-01 11:16:26
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:16:31
Self contain (single rooms) for rent,"₦2,000,000","FO1 Layout, Kubwa, Abuja",2026-06-01 11:16:31
3 bedroom house for rent,"₦12,500,000","Gilmore, Jahi, Abuja",2026-06-01 11:16:31
2 bedroom flat / apartment for rent,"₦10,000,000","Lugbe District, Abuja",2026-06-01 11:16:31
4 bedroom semi-detached duplex for rent,"₦25,000,000","3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:16:31
1 bedroom flat / apartment for rent,"₦1,000,000","Close To Kabusa Gardens Estate Down Sunnyvale Junction Road., Lokogoma District, Abuja",2026-06-01 11:16:32
3 bedroom semi-detached duplex for rent,"$60,000","Asokoro District, Abuja",2026-06-01 11:16:32
1 bedroom mini flat (room and parlour) for rent,"₦2,500,000","Along Sunnyvale Expressway, Galadimawa, Abuja",2026-06-01 11:16:32
8 bedroom detached duplex for rent,"₦120,000,000","Maitama District, Abuja",2026-06-01 11:16:32
4 bedroom terraced duplex for rent,"₦15,000,000","Jahi, Abuja",2026-06-01 11:16:32
5 bedroom detached duplex for rent,"₦15,000,000","In An Estate In Kaura, Kaura, Abuja",2026-06-01 11:16:32
4 bedroom terraced duplex for rent,"₦10,000,000","Guzape District, Abuja",2026-06-01 11:16:32
4 bedroom terraced duplex for rent,"₦15,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:16:32
4 bedroom terraced duplex for rent,"₦15,000,000","By Gilmore Construction Company., Jahi, Abuja",2026-06-01 11:16:32
3 bedroom flat / apartment for rent,"₦12,500,000","By Gilmore Construction, Jahi, Abuja",2026-06-01 11:16:32
3 bedroom flat / apartment for rent,"₦13,000,000","Guzape District, Abuja",2026-06-01 11:16:32
5 bedroom detached duplex for rent,"₦40,000,000","Guzape District, Abuja",2026-06-01 11:16:32
2 bedroom flat / apartment for rent,"₦4,500,000","Close To Beger Yard, Life Camp, Abuja",2026-06-01 11:16:32
2 bedroom flat / apartment for rent,"₦67,000,000","Lokogoma District, Abuja",2026-06-01 11:16:32
4 bedroom terraced duplex for rent,"₦30,000,000","Katampe, Abuja",2026-06-01 11:16:32
3 bedroom flat / apartment for rent,"₦13,000,000","Life Camp, Abuja",2026-06-01 11:16:32
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:16:40
4 bedroom detached duplex for rent,"₦13,000,000","Life Camp, Abuja",2026-06-01 11:16:40
2 bedroom flat / apartment for rent,"₦23,000,000","Wuye, Abuja",2026-06-01 11:16:40
7 bedroom detached duplex for rent,"₦110,000,000","Asokoro District, Abuja",2026-06-01 11:16:40
3 bedroom flat / apartment for rent,"₦8,000,000","Katampe, Abuja",2026-06-01 11:16:40
4 bedroom terraced duplex for rent,"₦10,000,000","By Cedarcrest Hospital, Apo, Abuja",2026-06-01 11:16:40
5 bedroom terraced duplex for rent,"₦25,000,000","Wuye, Abuja",2026-06-01 11:16:40
4 bedroom terraced duplex for rent,"₦30,000,000","Maitama District, Abuja",2026-06-01 11:16:40
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:16:40
4 bedroom terraced duplex for rent,"₦35,000,000","Guzape District, Abuja",2026-06-01 11:16:40
5 bedroom detached duplex for rent,"₦80,000,000","Asokoro District, Abuja",2026-06-01 11:16:40
2 bedroom flat / apartment for rent,"$35,000","Maitama District, Abuja",2026-06-01 11:16:41
2 bedroom flat / apartment for rent,"₦6,500,000","Wuye, Abuja",2026-06-01 11:16:41
3 bedroom flat / apartment for rent,"₦10,000,000","By Gilmore, Jahi, Abuja",2026-06-01 11:16:41
18 bedroom flat / apartment for rent,"₦100,000,000","Guzape District, Abuja",2026-06-01 11:16:41
3 bedroom terraced duplex for rent,"₦13,000,000","Jabi, Abuja",2026-06-01 11:16:41
3 bedroom flat / apartment for rent,"₦5,500,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:16:41
2 bedroom flat / apartment for rent,"₦8,000,000","Jahi, Abuja",2026-06-01 11:16:41
Shop for rent,"₦3,500,000","Aminu Kano Crescent, Wuse 2, Abuja",2026-06-01 11:16:41
2 bedroom flat / apartment for rent,"₦4,500,000","Wuye, Abuja",2026-06-01 11:16:41
4 bedroom terraced duplex for rent,"₦15,000,000","Kado, Abuja",2026-06-01 11:16:41
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:16:47
2 bedroom flat / apartment for rent,"₦20,000,000","Wuye, Abuja",2026-06-01 11:16:47
2 bedroom flat / apartment for rent,"₦23,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:16:47
Office space for rent,"₦12,000,000","Central Business District, Abuja",2026-06-01 11:16:47
2 bedroom flat / apartment for rent,"₦4,500,000","Old Secretariat, Garki Area 1, Durumi, Abuja",2026-06-01 11:16:47
4 bedroom terraced duplex for rent,"₦15,000,000","Jahi, Abuja",2026-06-01 11:16:47
2 bedroom flat / apartment for rent,"₦27,000,000","Aso-villa, Asokoro District, Abuja",2026-06-01 11:16:47
Plaza / complex / mall for rent,"₦3,780,000","Jabi, Abuja",2026-06-01 11:16:47
Plaza / complex / mall for rent,"₦3,360,000","Jabi, Abuja",2026-06-01 11:16:47
Plaza / complex / mall for rent,"₦3,600,000","Jabi, Abuja",2026-06-01 11:16:47
Office space for rent,"₦45,000,000","Wuse 2, Abuja",2026-06-01 11:16:47
Office space for rent,"₦50,000","Gudu, Abuja",2026-06-01 11:16:47
Plaza / complex / mall for rent,"₦16,000,000","By A.a. Rano Filling Station, Jabi, Abuja",2026-06-01 11:16:47
Warehouse for rent,"₦40,000,000","Apo, Abuja",2026-06-01 11:16:47
2 bedroom flat / apartment for rent,"₦14,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:16:47
6 bedroom detached duplex for rent,"₦90,000,000","F.c.t, Maitama District, Abuja",2026-06-01 11:16:47
4 bedroom terraced duplex for rent,"₦30,000,000","Maitama Main, Maitama District, Abuja",2026-06-01 11:16:47
6 bedroom detached duplex for rent,"₦45,000,000","Wuse 2, Abuja",2026-06-01 11:16:47
3 bedroom detached bungalow for rent,"₦6,000,000","Gaduwa, Abuja",2026-06-01 11:16:47
1 bedroom flat / apartment for rent,"₦10,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:16:47
4 bedroom terraced duplex for rent,"₦10,000,000","Gaduwa, Abuja",2026-06-01 11:16:47
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:16:52
4 bedroom terraced duplex for rent,"₦50,000,000","Maitama District, Abuja",2026-06-01 11:16:52
8 bedroom detached duplex for rent,"₦100,000,000","Maitama District, Abuja",2026-06-01 11:16:52
2 bedroom flat / apartment for rent,"₦5,000,000","Life Camp, Abuja",2026-06-01 11:16:52
5 bedroom detached duplex for rent,"₦35,000,000","Jabi, Abuja",2026-06-01 11:16:52
2 bedroom flat / apartment for rent,"₦6,000,000","Life Camp, Abuja",2026-06-01 11:16:52
6 bedroom detached duplex for rent,"₦45,000,000","Off Ademola Adetokunbo Crescent., Wuse 2, Abuja",2026-06-01 11:16:52
2 bedroom flat / apartment for rent,"₦2,650,000","By Kapwa, Off Airport Road, FHA (F.H.A), Lugbe District, Abuja",2026-06-01 11:16:52
1 bedroom mini flat (room and parlour) for rent,"₦2,100,000","Uptown Estate, Katampe, Abuja",2026-06-01 11:16:52
3 bedroom flat / apartment for rent,"₦40,000,000","British Village, Wuse 2, Abuja",2026-06-01 11:16:52
5 bedroom detached duplex for rent,"₦14,000,000","Kaura, Abuja",2026-06-01 11:16:52
4 bedroom terraced duplex for rent,"₦18,000,000","Kado, Abuja",2026-06-01 11:16:52
Office space for rent,"₦300,000","Wuse 2, Abuja",2026-06-01 11:16:52
Shop for rent,"₦43,200,000","Wuse 2, Abuja",2026-06-01 11:16:52
1 bedroom flat / apartment for rent,"₦7,000,000","Harbour Apartment, Asokoro District, Abuja",2026-06-01 11:16:52
10 bedroom detached duplex for rent,"₦250,000,000","Wuse 2, Abuja",2026-06-01 11:16:52
3 bedroom flat / apartment for rent,"₦15,000,000","Wuse 2, Abuja",2026-06-01 11:16:52
5 bedroom semi-detached duplex for rent,"₦30,000,000","Guzape District, Abuja",2026-06-01 11:16:52
3 bedroom terraced duplex for rent,"₦12,000,000","Dantata Estate, Gwarinpa, Abuja",2026-06-01 11:16:52
5 bedroom detached duplex for rent,"₦35,000,000","Guzape District, Abuja",2026-06-01 11:16:52
5 bedroom terraced duplex for rent,"₦25,000,000","Wuye, Abuja",2026-06-01 11:16:52
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:16:59
5 bedroom terraced duplex for rent,"₦25,000,000","Wuse, Abuja",2026-06-01 11:16:59
5 bedroom terraced duplex for rent,"₦25,000,000","Wuse, Abuja",2026-06-01 11:16:59
2 bedroom house for rent,"₦7,000,000","Naf, Valley Estate, Asokoro District, Abuja",2026-06-01 11:16:59
4 bedroom house for rent,"₦25,000,000","Lifecamp Main, Life Camp, Abuja",2026-06-01 11:16:59
3 bedroom flat / apartment for rent,"₦13,500,000","Wuse 2, Abuja",2026-06-01 11:16:59
4 bedroom terraced duplex for rent,"₦8,000,000","Brians And Hammers, Life Camp, Abuja",2026-06-01 11:16:59
Office space for rent,"₦988,900","1 Zambezi Crescent Off Aguyi Ironsi Street, Murjanatu House, Maitama District, Abuja",2026-06-01 11:16:59
2 bedroom semi-detached bungalow for rent,"₦5,000,000","Along Cedercrest Hospital Road, Apo, Abuja",2026-06-01 11:16:59
2 bedroom flat / apartment for rent,"₦4,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:16:59
3 bedroom flat / apartment for rent,"₦6,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:16:59
2 bedroom flat / apartment for rent,"₦20,000,000","Aso-villa Residential Area, Asokoro District, Abuja",2026-06-01 11:16:59
1 bedroom mini flat (room and parlour) for rent,"₦10,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:16:59
2 bedroom flat / apartment for rent,"₦12,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:16:59
3 bedroom flat / apartment for rent,"₦15,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:16:59
3 bedroom terraced duplex for rent,"₦30,000,000","Asokoro District, Abuja",2026-06-01 11:16:59
2 bedroom flat / apartment for rent,"₦4,000,000","Mbora (Nbora), Abuja",2026-06-01 11:16:59
3 bedroom flat / apartment for rent,"₦6,000,000","Life Camp, Abuja",2026-06-01 11:16:59
Plaza / complex / mall for rent,"₦2,500,000","Area 11, Garki, Abuja",2026-06-01 11:16:59
4 bedroom terraced duplex for rent,"₦18,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:16:59
4 bedroom flat / apartment for rent,"₦40,000,000","Maitama, Maitama District, Abuja",2026-06-01 11:16:59
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:17:05
3 bedroom flat / apartment for rent,"$35,000","Maitama, Maitama District, Abuja",2026-06-01 11:17:05
3 bedroom flat / apartment for rent,"₦13,000,000","Wuse 2, Abuja",2026-06-01 11:17:05
4 bedroom terraced duplex for rent,"₦5,000,000","Estate By Jedo Junction, Lugbe District, Abuja",2026-06-01 11:17:05
8 bedroom detached duplex for rent,"₦120,000,000","Maitama District, Abuja",2026-06-01 11:17:05
Office space for rent,"₦10,000,000","Jabi, Abuja",2026-06-01 11:17:05
4 bedroom detached duplex for rent,"₦30,000,000","Navy Town, Admiralty Estate, Asokoro District, Abuja",2026-06-01 11:17:05
1 bedroom flat / apartment for rent,"$40,000","Diplomatic Zone, Maitama District, Abuja",2026-06-01 11:17:05
2 bedroom flat / apartment for rent,"$65,000","Diplomatic Zone, Maitama District, Abuja",2026-06-01 11:17:05
2 bedroom flat / apartment for rent,"₦3,500,000","Life Camp, Abuja",2026-06-01 11:17:05
5 bedroom detached duplex for rent,"₦8,000,000","Estate Behind Shafa Opposite Dunamis Dome, Lugbe District, Abuja",2026-06-01 11:17:05
3 bedroom house for rent,"₦6,000,000","Jahi-katampe Road, Jahi, Abuja",2026-06-01 11:17:05
5 bedroom detached duplex for rent,"₦45,000,000","Wuye, Abuja",2026-06-01 11:17:05
3 bedroom flat / apartment for rent,"₦12,500,000","Gilmore, Jahi, Abuja",2026-06-01 11:17:05
4 bedroom terraced duplex for rent,"₦15,000,000","Guzape Hills, Guzape District, Abuja",2026-06-01 11:17:05
Office space for rent,"₦1,647,900","1 Zambezi Crescent Off Aguyi Ironsi Street, Murjanatu House, Maitama District, Abuja",2026-06-01 11:17:05
4 bedroom terraced duplex for rent,"₦13,500,000","Off Nasir El Rufai, Guzape District, Abuja",2026-06-01 11:17:05
3 bedroom house for rent,"₦10,000,000","Guzape District, Abuja",2026-06-01 11:17:05
5 bedroom terraced duplex for rent,"₦15,000,000","Guzape District, Abuja",2026-06-01 11:17:05
5 bedroom detached duplex for rent,"₦25,000,000","Mabushi, Abuja",2026-06-01 11:17:05
3 bedroom flat / apartment for rent,"₦180,000,000","Katampe, Abuja",2026-06-01 11:17:05
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:17:12
3 bedroom flat / apartment for rent,"₦4,000,000","Brains And Hammers City, Life Camp, Abuja",2026-06-01 11:17:12
Office space for rent,"₦10,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:17:12
4 bedroom terraced duplex for rent,"₦12,000,000","Mabushi, Abuja",2026-06-01 11:17:12
4 bedroom semi-detached duplex for rent,"₦8,000,000","Life Camp, Abuja",2026-06-01 11:17:12
2 bedroom semi-detached duplex for rent,"₦4,000,000","Nut Road, Opposite River Park, Sabon Lugbe, Lugbe District, Abuja",2026-06-01 11:17:12
5 bedroom terraced duplex for rent,"₦25,000,000","Life Camp, Abuja",2026-06-01 11:17:12
4 bedroom terraced duplex for rent,"₦15,000,000","Life Camp, Abuja",2026-06-01 11:17:12
9 bedroom house for rent,"₦32,000,000","Life Camp, Abuja",2026-06-01 11:17:12
2 bedroom flat / apartment for rent,"₦4,000,000","FO1 Layout, Kubwa, Abuja",2026-06-01 11:17:12
4 bedroom terraced duplex for rent,"₦12,000,000","Cosgrove Axis, Mabushi, Abuja",2026-06-01 11:17:12
4 bedroom terraced duplex for rent,"₦30,000,000","Maitama Ministers Hill, Maitama District, Abuja",2026-06-01 11:17:12
Shop for rent,"₦6,000,000","Gwarinpa, Abuja",2026-06-01 11:17:12
4 bedroom terraced duplex for rent,"₦10,000,000","Gwarinpa, Abuja",2026-06-01 11:17:12
Plaza / complex / mall for rent,"₦60,000,000","Ademola Adetokunbo, Wuse 2, Abuja",2026-06-01 11:17:12
Office space for rent,"₦24,400,000","Area 2, Garki, Abuja",2026-06-01 11:17:12
Office space for rent,"₦37,800,000","Area 2, Garki, Abuja",2026-06-01 11:17:12
3 bedroom terraced duplex for rent,"$35,000","Maitama District, Abuja",2026-06-01 11:17:12
5 bedroom detached duplex for rent,"₦80,000,000","Wuse 2, Abuja",2026-06-01 11:17:12
Office space for rent,"₦724,900","1 Zambezi Crescent Off Aguyi Ironsi Street, Murjanatu House, Maitama District, Abuja",2026-06-01 11:17:12
2 bedroom flat / apartment for rent,"₦6,500,000","Wuye, Abuja",2026-06-01 11:17:12
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:17:26
Office space for rent,"₦160,000","Off Aguiyi Ironsi Street, Maitama District, Abuja",2026-06-01 11:17:26
4 bedroom house for rent,"₦20,000,000","Wuye, Abuja",2026-06-01 11:17:26
3 bedroom flat / apartment for rent,"₦15,000,000","Off Ademola Adetokunbo Crescent, Wuse 2, Abuja",2026-06-01 11:17:26
3 bedroom flat / apartment for rent,"₦9,000,000","By American International School, Durumi, Abuja",2026-06-01 11:17:26
3 bedroom flat / apartment for rent,"₦35,000,000","Main, Jabi, Abuja",2026-06-01 11:17:26
3 bedroom flat / apartment for rent,"₦5,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:17:26
3 bedroom terraced duplex for rent,"₦30,000,000","Asokoro District, Abuja",2026-06-01 11:17:26
4 bedroom terraced duplex for rent,"₦19,000,000","Jabi, Abuja",2026-06-01 11:17:26
5 bedroom terraced bungalow for rent,"₦25,000,000","Wuye, Abuja",2026-06-01 11:17:26
Office space for rent,"₦507,900","1 Zambezi Crescent Off Aguyi Ironsi Street, Murjanatu House, Maitama District, Abuja",2026-06-01 11:17:26
2 bedroom flat / apartment for rent,"₦19,000,000","By Nitel Junction, Wuse 2, Abuja",2026-06-01 11:17:26
5 bedroom detached duplex for rent,"₦60,000,000","Maitama District, Abuja",2026-06-01 11:17:26
5 bedroom detached duplex for rent,"₦25,000,000","Around Godab, Life Camp, Abuja",2026-06-01 11:17:26
6 bedroom detached duplex for rent,"₦150,000,000","Maitama Main, Maitama District, Abuja",2026-06-01 11:17:26
4 bedroom terraced duplex for rent,"₦15,000,000","Guzape District, Abuja",2026-06-01 11:17:26
Plaza / complex / mall for rent,"₦25,000,000","Lifecamp Junction, Life Camp, Abuja",2026-06-01 11:17:26
4 bedroom terraced duplex for rent,"₦15,000,000","Mabushi, Abuja",2026-06-01 11:17:26
3 bedroom terraced duplex for rent,"₦7,000,000","Life Camp, Abuja",2026-06-01 11:17:26
4 bedroom semi-detached duplex for rent,"₦15,000,000","Ameyo Adadevoh Way, Jahi, Abuja",2026-06-01 11:17:26
5 bedroom semi-detached duplex for rent,"₦55,000,000","Guzape Main, Guzape District, Abuja",2026-06-01 11:17:26
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:17:32
3 bedroom flat / apartment for rent,"₦12,000,000","Guzape District, Abuja",2026-06-01 11:17:32
4 bedroom semi-detached duplex for rent,"₦40,000,000","Guzape District, Abuja",2026-06-01 11:17:32
4 bedroom terraced duplex for rent,"₦12,000,000","Area 3, Garki, Abuja",2026-06-01 11:17:33
4 bedroom terraced duplex for rent,"₦15,000,000","By H Medix, Guzape District, Abuja",2026-06-01 11:17:33
4 bedroom terraced duplex for rent,"₦15,000,000","Jahi, Abuja",2026-06-01 11:17:33
4 bedroom terraced duplex for rent,"₦15,000,000","Guzape Main, Guzape District, Abuja",2026-06-01 11:17:33
6 bedroom terraced duplex for rent,"₦40,000,000","Asokoro District, Abuja",2026-06-01 11:17:33
3 bedroom terraced duplex for rent,"₦10,000,000","Life Camp, Abuja",2026-06-01 11:17:33
5 bedroom detached duplex for rent,"₦30,000,000","Maitama District, Abuja",2026-06-01 11:17:33
5 bedroom semi-detached duplex for rent,"₦25,000,000","Life Camp, Abuja",2026-06-01 11:17:33
4 bedroom terraced duplex for rent,"₦12,000,000","Mabushi, Abuja",2026-06-01 11:17:33
5 bedroom detached duplex for rent,"₦50,000,000","Asokoro District, Abuja",2026-06-01 11:17:33
5 bedroom detached duplex for rent,"₦80,000,000","Guzape, Guzape District, Abuja",2026-06-01 11:17:33
2 bedroom flat / apartment for rent,"₦15,000,000","Ademola Adetokunbo, Wuse 2, Abuja",2026-06-01 11:17:33
Conference / meeting / training room for rent,"₦200,000","22 Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:17:33
5 bedroom detached duplex for rent,"₦35,000,000","City Gate By Games Village, Kukwaba, Abuja",2026-06-01 11:17:33
4 bedroom terraced duplex for rent,"₦15,000,000","Jahi, Abuja",2026-06-01 11:17:33
2 bedroom flat / apartment for rent,"₦2,000,000","Old Redeemed Church Street, Off Andrew Ighelli Street, FHA (F.H.A), Lugbe District, Abuja",2026-06-01 11:17:33
4 bedroom terraced duplex for rent,"₦15,000,000","By Gilmore, Jahi, Abuja",2026-06-01 11:17:33
4 bedroom flat / apartment for rent,"₦15,000,000","Guzape District, Abuja",2026-06-01 11:17:33
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:17:40
3 bedroom terraced duplex for rent,"₦40,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:17:40
2 bedroom flat / apartment for rent,"₦5,500,000","Life Camp, Abuja",2026-06-01 11:17:40
3 bedroom flat / apartment for rent,"₦12,000,000","Maitama District, Abuja",2026-06-01 11:17:40
4 bedroom terraced duplex for rent,"₦10,000,000","Kaura, Abuja",2026-06-01 11:17:40
3 bedroom flat / apartment for rent,"₦9,000,000","Durumi, Abuja",2026-06-01 11:17:40
Office space for rent,"₦50,000,000","Wuse, Abuja",2026-06-01 11:17:40
Office space for rent,"₦166,400,000","Maitama District, Abuja",2026-06-01 11:17:40
Shop for rent,"₦26,000,000","Aminu Kanu Crescent, Wuse 2, Abuja",2026-06-01 11:17:40
Plaza / complex / mall for rent,"₦4,000,000","Aminu Kanu Crescent, Wuse 2, Abuja",2026-06-01 11:17:40
2 bedroom flat / apartment for rent,"₦10,000,000","Apo Legislative Quarters, Apo, Abuja",2026-06-01 11:17:40
4 bedroom terraced duplex for rent,"₦9,000,000","After The Catholic Church, Gaduwa, Abuja",2026-06-01 11:17:40
3 bedroom flat / apartment for rent,"$35,000","Wuse 2, Abuja",2026-06-01 11:17:40
6 bedroom detached duplex for rent,"₦80,000,000","Maitama District, Abuja",2026-06-01 11:17:40
5 bedroom semi-detached duplex for rent,"₦20,000,000","Katampe, Abuja",2026-06-01 11:17:40
5 bedroom terraced duplex for rent,"₦45,000,000","Guzape District, Abuja",2026-06-01 11:17:40
4 bedroom terraced duplex for rent,"₦20,000,000","Wuse 2, Abuja",2026-06-01 11:17:40
4 bedroom terraced duplex for rent,"₦14,000,000","Mobil Fillings Station Before Wuse 2, Mabushi, Abuja",2026-06-01 11:17:40
Plaza / complex / mall for rent,"₦12,155,000","Ademola Adetokunbo, Wuse 2, Abuja",2026-06-01 11:17:40
3 bedroom house for rent,"₦3,500,000","Arab Road, Behind Dunamis Church, Kubwa, Abuja",2026-06-01 11:17:40
4 bedroom detached duplex for rent,"₦350,000,000","Work's & Housing Estate, Gwarinpa, Abuja",2026-06-01 11:17:40
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:17:48
4 bedroom terraced duplex for rent,"₦12,000,000","Wuye Main(tarred Rd, Wuye, Abuja",2026-06-01 11:17:48
Self contain (single rooms) for rent,"₦800,000","Sauka New Site Estate, FHA (F.H.A), Lugbe District, Abuja",2026-06-01 11:17:48
5 bedroom detached duplex for rent,"₦65,000,000","Asokoro District, Abuja",2026-06-01 11:17:48
96 bedroom flat / apartment for rent,"₦300,000,000","Wuse 2, Abuja",2026-06-01 11:17:48
3 bedroom terraced duplex for rent,"₦50,000,000","Off Linda Chalker Street, Asokoro District, Abuja",2026-06-01 11:17:48
Office space for rent,"₦6,000,000","22 Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:17:48
6 bedroom semi-detached duplex for rent,"₦25,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:17:48
3 bedroom flat / apartment for rent,"₦20,000,000","Jahi, Abuja",2026-06-01 11:17:48
4 bedroom detached duplex for rent,"₦20,000,000","3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:17:48
Office space for rent,"₦1,300,000","Utako, Abuja",2026-06-01 11:17:48
6 bedroom house for rent,"₦20,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:17:48
4 bedroom terraced duplex for rent,"₦15,000,000","Mabushi, Abuja",2026-06-01 11:17:48
4 bedroom terraced duplex for rent,"₦15,000,000","Mabushi, Mabushi, Abuja",2026-06-01 11:17:48
3 bedroom flat / apartment for rent,"₦10,000,000","Jahi, Abuja",2026-06-01 11:17:48
3 bedroom flat / apartment for rent,"₦15,000,000","Asokoro District, Abuja",2026-06-01 11:17:48
3 bedroom flat / apartment for rent,"₦6,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:17:48
4 bedroom semi-detached duplex for rent,"₦10,000,000","Orchacho Estate, Life Camp, Abuja",2026-06-01 11:17:48
Plaza / complex / mall for rent,"₦120,000,000","Mabushi, Abuja",2026-06-01 11:17:48
Office space for rent,"₦8,000,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:17:48
4 bedroom terraced duplex for rent,"₦20,000,000","Diplomatic Zone., Katampe Extension, Katampe, Abuja",2026-06-01 11:17:48
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:17:55
3 bedroom flat / apartment for rent,"₦10,000,000","Off River Park Estate, Airport Road, Lugbe District, Abuja",2026-06-01 11:17:55
4 bedroom terraced duplex for rent,"₦30,000,000","Off Ibb Way, Maitama District, Abuja",2026-06-01 11:17:55
Office space for rent,"₦53,200,000","Maitama District, Abuja",2026-06-01 11:17:55
Office space for rent,"₦733,900","4th Floor, Building Ii, Rivers House, Plot 83 Ralph Shodeinde Street, Central Business District, Abuja",2026-06-01 11:17:55
Office space for rent,"₦1,450,900","4th Floor, Building Ii, Rivers House, Plot 83 Ralph Shodeinde Street, Central Business District, Abuja",2026-06-01 11:17:55
Office space for rent,"₦1,629,800","4th Floor,tower C,churchgate Plaza, Ao Cadastral Zone,constitution Ave, Central Business District, Abuja",2026-06-01 11:17:55
Office space for rent,"₦857,800","4th Floor,tower C,churchgate Plaza, Ao Cadastral Zone,constitution Ave, Central Business District, Abuja",2026-06-01 11:17:55
Office space for rent,"₦773,800","123 Mohammadu Buhari Way, Chelsea Cbd, Central Business District, Abuja",2026-06-01 11:17:55
Office space for rent,"₦1,962,900","123 Mohammadu Buhari Way, Chelsea Cbd, Central Business District, Abuja",2026-06-01 11:17:55
Office space for rent,"₦1,318,900","1 Zambezi Crescent Off Aguyi Ironsi Street, Murjanatu House, Maitama District, Abuja",2026-06-01 11:17:55
Office space for rent,"₦548,900","28, Okemesi Crescent, Area 2, Garki, Abuja",2026-06-01 11:17:55
Office space for rent,"₦835,900","28, Okemesi Crescent, Area 2, Garki, Abuja",2026-06-01 11:17:55
11 bedroom detached duplex for rent,"₦16,000,000","Lokogoma District, Abuja",2026-06-01 11:17:55
Plaza / complex / mall for rent,"₦6,500,000","Wuse 2, Abuja",2026-06-01 11:17:55
Office space for rent,"₦35,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:17:55
6 bedroom terraced duplex for rent,"₦25,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:17:55
Plaza / complex / mall for rent,"₦50,000,000","Lugbe Shoprite, Lugbe District, Abuja",2026-06-01 11:17:55
1 bedroom mini flat (room and parlour) for rent,"₦12,000,000","Behind Godab Estate, Life Camp, Abuja",2026-06-01 11:17:55
1 bedroom mini flat (room and parlour) for rent,"₦8,000,000","Behind Godab Estate, Life Camp, Abuja",2026-06-01 11:17:55
3 bedroom flat / apartment for rent,"₦5,500,000","Galadimawa, Abuja",2026-06-01 11:17:55
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:18:05
3 bedroom flat / apartment for rent,"₦20,000,000","Maitama District, Abuja",2026-06-01 11:18:05
3 bedroom flat / apartment for rent,"₦60,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:18:05
5 bedroom terraced duplex for rent,"$60,000","Maitama District, Abuja",2026-06-01 11:18:05
