District,Bedrooms,Price (Per Annum),Property Category,Property Type,Location,Scraped_At,Source
Jahi,2,22000000.0,Apartment,Apartment,Furnished 2bdrm Apartment in Jahi for rent,2026-05-30 13:27:33,Jiji
Wuye,3,12000000.0,Apartment,Apartment,3bdrm Block of Flats in Wuye for rent,2026-05-30 13:27:33,Jiji
Mabushi,4,12000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Mabushi for rent,2026-05-30 13:27:33,Jiji
Maitama,4,50000000.0,Duplex,Terraced Duplex,Furnished 4bdrm Townhouse / Terrace in Maitama for rent,2026-05-30 13:27:33,Jiji
Jahi,2,15000000.0,Apartment,Apartment,Furnished 2bdrm Apartment in Jahi for rent,2026-05-30 13:27:33,Jiji
Maitama,4,40000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Maitama for rent,2026-05-30 13:27:39,Jiji
Jabi,6,55000000.0,Duplex,Detached Duplex,6bdrm Duplex in Jabi for rent,2026-05-30 13:27:39,Jiji
Jahi,2,19000000.0,Apartment,Apartment,Furnished 2bdrm Apartment in Jahi for rent,2026-05-30 13:27:39,Jiji
Kubwa,3,4000000.0,Apartment,Apartment,3bdrm Block of Flats in Apdc Estate Kubwa for rent,2026-05-30 13:27:39,Jiji
Jabi,3,7000000.0,Apartment,Apartment,3bdrm Apartment in Jabi for rent,2026-05-30 13:27:39,Jiji
Wuye,3,5500000.0,Apartment,Apartment,3bdrm Block of Flats in Wuye for rent,2026-05-30 13:27:39,Jiji
Wuye,3,8000000.0,Apartment,Apartment,3bdrm Apartment in Wuye for rent,2026-05-30 13:27:39,Jiji
Asokoro,3,50000000.0,Duplex,Detached Duplex,"Furnished 3bdrm Duplex in Aso Villa, Asokoro for rent",2026-05-30 13:27:39,Jiji
Maitama,5,65000000.0,Duplex,Detached Duplex,5bdrm Duplex in Maitama for rent,2026-05-30 13:27:39,Jiji
Mabushi,4,12000000.0,House,House,4bdrm Penthouse in Mabushi for rent,2026-05-30 13:27:39,Jiji
Durumi,3,5000000.0,Apartment,Apartment,3bdrm Block of Flats in Durumi for rent,2026-05-30 13:27:39,Jiji
Maitama,6,80000000.0,Duplex,Detached Duplex,6bdrm Duplex in Maitama for rent,2026-05-30 13:27:39,Jiji
Jahi,3,20000000.0,House,House,Furnished 3bdrm House in Jahi for rent,2026-05-30 13:27:39,Jiji
Jahi,3,6500000.0,House,House,"3bdrm Bungalow in Nuggy, Jahi for rent",2026-05-30 13:27:39,Jiji
Galadimawa,4,8000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Galadimawa for rent,2026-05-30 13:27:45,Jiji
Utako,1,2000000.0,Apartment,Self Contain,Studio Apartment in Utako for rent,2026-05-30 13:27:45,Jiji
Jabi,3,8000000.0,Apartment,Apartment,3bdrm Apartment in Jabi for rent,2026-05-30 13:27:45,Jiji
Jahi,4,15000000.0,Duplex,Detached Duplex,4bdrm Duplex in Jahi for rent,2026-05-30 13:27:45,Jiji
Wuye,4,20000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Wuye for rent,2026-05-30 13:27:45,Jiji
Mabushi,4,17000000.0,Duplex,Detached Duplex,4bdrm Duplex in Mabushi for rent,2026-05-30 13:27:45,Jiji
Maitama,4,30000000.0,Duplex,Detached Duplex,4bdrm Duplex in Maitama Main for rent,2026-05-30 13:27:45,Jiji
Maitama,4,50000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Maitama for rent,2026-05-30 13:27:45,Jiji
Asokoro,4,25000000.0,Duplex,Terraced Duplex,"Furnished 4bdrm Townhouse / Terrace in Jimmy Carter, Asokoro for rent",2026-05-30 13:27:45,Jiji
Gwarinpa,1,450000.0,Apartment,Self Contain,Furnished Studio Apartment in Gwarinpa for rent,2026-05-30 13:27:45,Jiji
Asokoro,2,35000000.0,Apartment,Apartment,"Furnished 2bdrm Block of Flats in Villa, Asokoro for rent",2026-05-30 13:27:45,Jiji
Jahi,2,8000000.0,Apartment,Apartment,"2bdrm Block of Flats in Fortune Estate, Jahi for rent",2026-05-30 13:27:45,Jiji
Kubwa,2,2500000.0,Apartment,Apartment,"2bdrm Apartment in F14, Kubwa for rent",2026-05-30 13:27:45,Jiji
Mabushi,3,9000000.0,Apartment,Apartment,3bdrm Block of Flats in Mabushi Main for rent,2026-05-30 13:27:45,Jiji
Maitama,4,50000000.0,Apartment,Apartment,4bdrm Block of Flats in Maitama for rent,2026-05-30 13:27:50,Jiji
Mabushi,4,12000000.0,Duplex,Detached Duplex,4bdrm Duplex in Mabushi for rent,2026-05-30 13:27:50,Jiji
Utako,1,2000000.0,Apartment,Self Contain,Studio Apartment in Utako for rent,2026-05-30 13:27:50,Jiji
Gwarinpa,1,1054000.0,Apartment,Self Contain,Furnished Studio Apartment in Gwarinpa for rent,2026-05-30 13:27:50,Jiji
Asokoro,2,15000000.0,Apartment,Apartment,Furnished 2bdrm Block of Flats in Asokoro for rent,2026-05-30 13:27:50,Jiji
Utako,4,30000000.0,Duplex,Detached Duplex,Furnished 4bdrm Duplex in Utako for rent,2026-05-30 13:27:50,Jiji
Gwarinpa,4,12000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Gwarimpa Estate, Gwarinpa for rent",2026-05-30 13:27:50,Jiji
Wuye,3,8000000.0,Apartment,Apartment,"3bdrm Block of Flats in E, Wuye for rent",2026-05-30 13:27:50,Jiji
Asokoro,5,25000000.0,Duplex,Terraced Duplex,5bdrm Townhouse / Terrace in Asokoro Main for rent,2026-05-30 13:27:50,Jiji
Maitama,4,20000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Maitama for rent,2026-05-30 13:27:50,Jiji
Maitama,5,90000000.0,House,House,Furnished 5bdrm Mansion in Maitama for rent,2026-05-30 13:27:50,Jiji
Jahi,4,15000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Jahi Gilmore,Fct for rent",2026-05-30 13:27:50,Jiji
Gwarinpa,1,658750.0,Apartment,Apartment,Furnished 1bdrm Apartment in Gwarinpa for rent,2026-05-30 13:27:50,Jiji
Kado,4,8000000.0,House,House,4bdrm Bungalow in Kado for rent,2026-05-30 13:27:50,Jiji
Asokoro,6,140000000.0,Duplex,Detached Duplex,Furnished 6bdrm Duplex in Asokoro for rent,2026-05-30 13:27:50,Jiji
Maitama,1,5000000.0,House,House,1bdrm Room & Parlour in Maitama for rent,2026-05-30 13:27:50,Jiji
Mabushi,4,15000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Mabushi for rent,2026-05-30 13:27:59,Jiji
Maitama,7,70000000.0,Duplex,Detached Duplex,7bdrm Duplex in Maitama for rent,2026-05-30 13:27:59,Jiji
Asokoro,4,30000000.0,Duplex,Detached Duplex,4bdrm Duplex in Asokoro for rent,2026-05-30 13:27:59,Jiji
Galadimawa,4,5500000.0,Duplex,Detached Duplex,"Furnished 4bdrm Duplex in City Estate, Galadimawa for rent",2026-05-30 13:27:59,Jiji
Galadimawa,4,8000000.0,Duplex,Detached Duplex,"Furnished 4bdrm Duplex in Spring Boulevard, Galadimawa for rent",2026-05-30 13:27:59,Jiji
Galadimawa,3,6000000.0,House,House,"Furnished 3bdrm Bungalow in Suncity Estate, Galadimawa for rent",2026-05-30 13:27:59,Jiji
Kubwa,4,7500000.0,Duplex,Detached Duplex,"Furnished 4bdrm Duplex in F01, Kubwa for rent",2026-05-30 13:27:59,Jiji
Galadimawa,4,10000000.0,Duplex,Detached Duplex,4bdrm Duplex in Galadimawa for rent,2026-05-30 13:27:59,Jiji
Kubwa,1,2500000.0,House,House,1bdrm Bungalow in Kubwa for rent,2026-05-30 13:27:59,Jiji
Kubwa,4,5000000.0,Duplex,Detached Duplex,"Furnished 4bdrm Duplex in F01, Kubwa for rent",2026-05-30 13:27:59,Jiji
Gaduwa,3,6000000.0,Apartment,Apartment,3bdrm Block of Flats in Gaduwa for rent,2026-05-30 13:27:59,Jiji
Wuye,1,7000000.0,Apartment,Apartment,1bdrm Apartment in Wuye for rent,2026-05-30 13:28:04,Jiji
Jabi,3,12000000.0,Apartment,Apartment,3bdrm Apartment in Jabi for rent,2026-05-30 13:28:04,Jiji
Utako,1,4500000.0,House,House,1bdrm Bungalow in Utako District for rent,2026-05-30 13:28:04,Jiji
Wuye,3,12000000.0,Apartment,Apartment,3bdrm Apartment in Main Wuye for rent,2026-05-30 13:28:04,Jiji
Asokoro,2,25000000.0,Apartment,Apartment,Furnished 2bdrm Apartment in Aso Villa Asokoro for rent,2026-05-30 13:28:04,Jiji
Utako,3,10000000.0,Apartment,Apartment,3bdrm Block of Flats in Utako for rent,2026-05-30 13:28:04,Jiji
Wuye,2,6500000.0,Apartment,Apartment,2bdrm Apartment in Wuye for rent,2026-05-30 13:28:04,Jiji
Maitama,4,60000000.0,Duplex,Detached Duplex,4bdrm Duplex in Maitama for rent,2026-05-30 13:28:04,Jiji
Mabushi,3,10000000.0,Apartment,Apartment,3bdrm Apartment in Mabushi for rent,2026-05-30 13:28:04,Jiji
Jabi,4,35000000.0,Duplex,Detached Duplex,"Furnished 4bdrm Duplex in Nugget, Jabi for rent",2026-05-30 13:28:04,Jiji
Jahi,2,6500000.0,Apartment,Apartment,2bdrm Block of Flats in Jahi Glimo for rent,2026-05-30 13:28:04,Jiji
Jahi,4,16000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Jahi for rent,2026-05-30 13:28:04,Jiji
Jabi,2,7000000.0,Apartment,Apartment,2bdrm Apartment in Jabi for rent,2026-05-30 13:28:04,Jiji
Jahi,1,7000000.0,Apartment,Apartment,1bdrm Apartment in Jahi for rent,2026-05-30 13:28:04,Jiji
Jahi,3,8000000.0,Apartment,Apartment,3bdrm Apartment in Jahi for rent,2026-05-30 13:28:15,Jiji
Jahi,4,12000000.0,Duplex,Detached Duplex,4bdrm Duplex in Jahi for rent,2026-05-30 13:28:15,Jiji
Mabushi,4,12000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Mabushi for rent,2026-05-30 13:28:15,Jiji
Jabi,3,8000000.0,Apartment,Apartment,3bdrm Apartment in Jabi for rent,2026-05-30 13:28:15,Jiji
Mabushi,4,20000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Mabushi for rent,2026-05-30 13:28:15,Jiji
Jabi,3,5500000.0,Apartment,Apartment,3bdrm Block of Flats in Main Jabi By Fcmb for rent,2026-05-30 13:28:15,Jiji
Mabushi,4,17000000.0,Duplex,Detached Duplex,4bdrm Duplex in Mabushi for rent,2026-05-30 13:28:15,Jiji
Gwarinpa,3,7500000.0,Duplex,Terraced Duplex,"3bdrm Townhouse / Terrace in Main Gwarimpa, Gwarinpa for rent",2026-05-30 13:28:15,Jiji
Kubwa,2,2500000.0,House,House,2bdrm Bungalow in Kubwa for rent,2026-05-30 13:28:15,Jiji
Jahi,3,75000000.0,Apartment,Apartment,3bdrm Block of Flats in Jahi for rent,2026-05-30 13:28:15,Jiji
Life Camp,4,13000000.0,Duplex,Detached Duplex,4bdrm Duplex in Life Camp for rent,2026-05-30 13:28:15,Jiji
Jabi,4,30000000.0,Duplex,Detached Duplex,4bdrm Duplex in Jabi for rent,2026-05-30 13:28:22,Jiji
Jahi,1,4500000.0,Apartment,Self Contain,Furnished Studio Apartment in Jahi for rent,2026-05-30 13:28:22,Jiji
Maitama,3,17000000.0,Apartment,Apartment,3bdrm Apartment in Maitama for rent,2026-05-30 13:28:22,Jiji
Gwarinpa,2,200000.0,Apartment,Apartment,"Furnished 2bdrm Block of Flats in Gwarimpa Estate,Fct, Gwarinpa",2026-05-30 13:28:22,Jiji
Durumi,2,4000000.0,Apartment,Apartment,2bdrm Block of Flats in Durumi for rent,2026-05-30 13:28:22,Jiji
Gwarinpa,3,9000000.0,House,House,"3bdrm Bungalow in Efab Queen Estate By, Gwarinpa for rent",2026-05-30 13:28:22,Jiji
Gwarinpa,1,1054000.0,Apartment,Self Contain,Furnished Studio Apartment in Gwarinpa for rent,2026-05-30 13:28:22,Jiji
Jahi,4,15000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Jahi for rent,2026-05-30 13:28:22,Jiji
Asokoro,5,25000000.0,Duplex,Terraced Duplex,5bdrm Townhouse / Terrace in Asokoro Main for rent,2026-05-30 13:28:22,Jiji
Wuye,3,8000000.0,Apartment,Apartment,"3bdrm Block of Flats in E, Wuye for rent",2026-05-30 13:28:22,Jiji
Maitama,1,5000000.0,House,House,1bdrm Room & Parlour in Maitama for rent,2026-05-30 13:28:22,Jiji
Gwarinpa,1,922250.0,Apartment,Self Contain,Furnished Studio Apartment in Gwarinpa for rent,2026-05-30 13:28:22,Jiji
Jahi,1,6000000.0,Apartment,Apartment,1bdrm Apartment in Jahi for rent,2026-05-30 13:28:22,Jiji
Maitama,4,35000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Maitama for rent,2026-05-30 13:28:22,Jiji
Maitama,5,44999999.0,Duplex,Detached Duplex,5bdrm Duplex in Maitama for rent,2026-05-30 13:28:31,Jiji
Wuye,6,25000000.0,Duplex,Detached Duplex,"Furnished 6bdrm Duplex in Jessy Street, Wuye for rent",2026-05-30 13:28:31,Jiji
Durumi,3,4000000.0,Apartment,Apartment,"3bdrm Apartment in Gowan Street, Durumi for rent",2026-05-30 13:28:31,Jiji
Kubwa,4,5000000.0,Duplex,Detached Duplex,"Furnished 4bdrm Duplex in F01, Kubwa for rent",2026-05-30 13:28:31,Jiji
Kubwa,3,5500000.0,Duplex,Detached Duplex,"Furnished 3bdrm Duplex in Fcda, Kubwa for rent",2026-05-30 13:28:31,Jiji
Durumi,2,4000000.0,Apartment,Apartment,2bdrm Apartment in Durumi for rent,2026-05-30 13:28:31,Jiji
Wuye,1,10000000.0,Apartment,Apartment,Furnished 1bdrm Apartment in Wuye for rent,2026-05-30 13:28:31,Jiji
Asokoro,6,35000000.0,Duplex,Detached Duplex,6bdrm Duplex in Asokoro for rent,2026-05-30 13:28:31,Jiji
Durumi,2,6500000.0,Apartment,Apartment,2bdrm Block of Flats in Durumi for rent,2026-05-30 13:28:31,Jiji
Mabushi,5,15000000.0,Duplex,Terraced Duplex,5bdrm Townhouse / Terrace in Mabushi for rent,2026-05-30 13:28:31,Jiji
Asokoro,5,100000000.0,Duplex,Detached Duplex,5bdrm Duplex in Asokoro for rent,2026-05-30 13:28:31,Jiji
Jahi,4,18000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Jahi Glimo for rent,2026-05-30 13:28:31,Jiji
Wuye,4,20000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Wuye for rent,2026-05-30 13:28:31,Jiji
Asokoro,5,45000000.0,Duplex,Detached Duplex,5bdrm Duplex in Asokoro for rent,2026-05-30 13:28:36,Jiji
Jahi,3,8500000.0,Apartment,Apartment,3bdrm Block of Flats in Jahi for rent,2026-05-30 13:28:36,Jiji
Jabi,4,35000000.0,Duplex,Detached Duplex,"Furnished 4bdrm Duplex in Nugget, Jabi for rent",2026-05-30 13:28:36,Jiji
Mabushi,4,15000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Nugget, Mabushi for rent",2026-05-30 13:28:36,Jiji
Jahi,4,16000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Jahi for rent,2026-05-30 13:28:36,Jiji
Jabi,2,7000000.0,Apartment,Apartment,2bdrm Apartment in Jabi for rent,2026-05-30 13:28:36,Jiji
Jahi,5,18000000.0,Duplex,Terraced Duplex,5bdrm Townhouse / Terrace in Jahi Gilmore for rent,2026-05-30 13:28:36,Jiji
Gwarinpa,1,1500000.0,Apartment,Self Contain,"Studio Apartment in Efab Verizon, Gwarinpa for rent",2026-05-30 13:28:36,Jiji
Jahi,1,7000000.0,Apartment,Apartment,1bdrm Apartment in Jahi for rent,2026-05-30 13:28:36,Jiji
Jahi,4,25000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Jahi for rent,2026-05-30 13:28:36,Jiji
Jahi,3,10000000.0,Apartment,Apartment,"3bdrm Block of Flats in Fortune Estate, Jahi for rent",2026-05-30 13:28:36,Jiji
Kubwa,3,6000000.0,Duplex,Terraced Duplex,"3bdrm Townhouse / Terrace in Dantata Estate, Kubwa for rent",2026-05-30 13:28:36,Jiji
Kubwa,1,2300000.0,Apartment,Apartment,"1bdrm Block of Flats in Fo1, Kubwa for rent",2026-05-30 13:28:36,Jiji
Gwarinpa,5,15000000.0,Duplex,Detached Duplex,"5bdrm Duplex in Jahi Gilmore,Fct, Gwarinpa for rent",2026-05-30 13:28:36,Jiji
Jahi,4,20000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Jahi Gilmore,Fct for rent",2026-05-30 13:28:36,Jiji
Gwarinpa,5,18000000.0,House,House,"5bdrm Mansion in Efab Metropolitan, Gwarinpa for rent",2026-05-30 13:28:36,Jiji
Jabi,6,60000000.0,Duplex,Detached Duplex,6bdrm Duplex in Jabi for rent,2026-05-30 13:28:36,Jiji
Maitama,6,100000000.0,Duplex,Detached Duplex,6bdrm Duplex in Maitama for rent,2026-05-30 13:28:36,Jiji
Gwarinpa,4,15000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Gwarimpa Estate By, Gwarinpa for rent",2026-05-30 13:28:42,Jiji
Mabushi,4,20000000.0,Duplex,Detached Duplex,4bdrm Duplex in Mabushi for rent,2026-05-30 13:28:42,Jiji
Utako,4,30000000.0,Duplex,Detached Duplex,Furnished 4bdrm Duplex in Utako for rent,2026-05-30 13:28:42,Jiji
Jabi,3,12000000.0,Apartment,Apartment,3bdrm Apartment in Jabi for rent,2026-05-30 13:28:42,Jiji
Jahi,4,15000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Jahi for rent,2026-05-30 13:28:42,Jiji
Asokoro,5,25000000.0,Duplex,Terraced Duplex,5bdrm Townhouse / Terrace in Asokoro Main for rent,2026-05-30 13:28:42,Jiji
Wuye,3,8000000.0,Apartment,Apartment,"3bdrm Block of Flats in E, Wuye for rent",2026-05-30 13:28:42,Jiji
Maitama,1,5000000.0,House,House,1bdrm Room & Parlour in Maitama for rent,2026-05-30 13:28:42,Jiji
Gwarinpa,1,658750.0,Apartment,Self Contain,Furnished Studio Apartment in Gwarinpa for rent,2026-05-30 13:28:42,Jiji
Wuye,5,30000000.0,Duplex,Terraced Duplex,5bdrm Townhouse / Terrace in Wuye for rent,2026-05-30 13:28:42,Jiji
Gwarinpa,1,790500.0,Apartment,Self Contain,Furnished Studio Apartment in Gwarinpa for rent,2026-05-30 13:28:42,Jiji
Jabi,3,7000000.0,Apartment,Apartment,3bdrm Apartment in Jabi for rent,2026-05-30 13:28:42,Jiji
Asokoro,3,50000000.0,Duplex,Detached Duplex,"Furnished 3bdrm Duplex in Aso Villa, Asokoro for rent",2026-05-30 13:28:42,Jiji
Mabushi,4,12000000.0,House,House,4bdrm Penthouse in Mabushi for rent,2026-05-30 13:28:42,Jiji
Maitama,5,65000000.0,Duplex,Detached Duplex,5bdrm Duplex in Maitama for rent,2026-05-30 13:28:42,Jiji
Mabushi,4,15000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Mabushi for rent,2026-05-30 13:28:42,Jiji
Jahi,2,7000000.0,Apartment,Apartment,2bdrm Apartment in Jahi for rent,2026-05-30 13:28:42,Jiji
Mabushi,3,10000000.0,Apartment,Apartment,3bdrm Apartment in Mabushi for rent,2026-05-30 13:28:49,Jiji
Wuye,1,7000000.0,Apartment,Apartment,1bdrm Apartment in Wuye for rent,2026-05-30 13:28:49,Jiji
Karmo,4,6000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Karmo for rent,2026-05-30 13:28:49,Jiji
Wuye,2,15000000.0,Apartment,Apartment,Furnished 2bdrm Apartment in Wuye for rent,2026-05-30 13:28:49,Jiji
Maitama,4,20000000.0,House,House,4bdrm Bungalow in Maitama for rent,2026-05-30 13:28:49,Jiji
Jahi,3,144000000.0,Apartment,Apartment,3bdrm Block of Flats in Jahi Gilmore for rent,2026-05-30 13:28:49,Jiji
Gaduwa,2,3500000.0,Apartment,Apartment,2bdrm Block of Flats in Gaduwa for rent,2026-05-30 13:28:49,Jiji
Jahi,4,15000000.0,Duplex,Detached Duplex,4bdrm Duplex in Jahi for rent,2026-05-30 13:28:49,Jiji
Jahi,20,72000000.0,Apartment,Apartment,20bdrm Block of Flats in Jahi for rent,2026-05-30 13:28:49,Jiji
Mabushi,4,15000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Nugget, Mabushi for rent",2026-05-30 13:28:49,Jiji
Wuye,4,25000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Wuye for rent,2026-05-30 13:28:49,Jiji
Life Camp,2,5000000.0,Apartment,Apartment,"2bdrm Block of Flats in Paradise, Life Camp for rent",2026-05-30 13:28:49,Jiji
Jahi,4,15000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Jahi Gilmore for rent,2026-05-30 13:28:49,Jiji
Life Camp,2,6000000.0,Apartment,Apartment,2bdrm Apartment in Life Camp for rent,2026-05-30 13:28:49,Jiji
Jahi,2,8000000.0,Apartment,Apartment,"2bdrm Block of Flats in Fortune Estate, Jahi for rent",2026-05-30 13:28:49,Jiji
Jahi,5,20000000.0,Duplex,Detached Duplex,Furnished 5bdrm Duplex in Jahi for rent,2026-05-30 13:28:56,Jiji
Asokoro,2,15000000.0,Apartment,Apartment,Furnished 2bdrm Block of Flats in Asokoro for rent,2026-05-30 13:28:56,Jiji
Gwarinpa,4,13000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Mabeglober Estate, Gwarinpa for rent",2026-05-30 13:28:56,Jiji
Galadimawa,4,8000000.0,Duplex,Detached Duplex,"Furnished 4bdrm Duplex in Levi Estate, Galadimawa for rent",2026-05-30 13:28:56,Jiji
Gwarinpa,4,12000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Gwarimpa Estate, Gwarinpa for rent",2026-05-30 13:28:56,Jiji
Maitama,4,75000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Maitama for rent,2026-05-30 13:28:56,Jiji
Kado,6,18000000.0,House,House,6bdrm Bungalow in Kado for rent,2026-05-30 13:28:56,Jiji
Wuye,2,6500000.0,Apartment,Apartment,2bdrm Block of Flats in Wuye for rent,2026-05-30 13:28:56,Jiji
Mabushi,4,12000000.0,Duplex,Detached Duplex,4bdrm Duplex in Mabushi for rent,2026-05-30 13:28:56,Jiji
Mabushi,4,25000000.0,Duplex,Detached Duplex,4bdrm Duplex in Mabushi for rent,2026-05-30 13:28:56,Jiji
Jahi,3,72000000.0,Apartment,Apartment,3bdrm Block of Flats in Jahi for rent,2026-05-30 13:28:56,Jiji
Wuye,4,15000000.0,Duplex,Detached Duplex,4bdrm Duplex in Wuye for rent,2026-05-30 13:28:56,Jiji
Maitama,7,100000000.0,Duplex,Detached Duplex,7bdrm Duplex in Maitama for rent,2026-05-30 13:28:56,Jiji
Maitama,10,250000000.0,Duplex,Detached Duplex,10bdrm Duplex in Maitama District for rent,2026-05-30 13:28:56,Jiji
Mabushi,1,3500000.0,Apartment,Self Contain,Studio Apartment in Mabushi for rent,2026-05-30 13:28:56,Jiji
Jahi,3,10000000.0,Duplex,Terraced Duplex,3bdrm Townhouse / Terrace in Jahi for rent,2026-05-30 13:28:56,Jiji
Jahi,3,7500000.0,Apartment,Apartment,3bdrm Apartment in Jahi for rent,2026-05-30 13:29:04,Jiji
Life Camp,2,6500000.0,Apartment,Apartment,"2bdrm Block of Flats in Bilaad Estate, Life Camp for rent",2026-05-30 13:29:04,Jiji
Gwarinpa,2,4200000.0,Apartment,Apartment,"2bdrm Block of Flats in Justice Estate, Gwarinpa for rent",2026-05-30 13:29:04,Jiji
Asokoro,3,23000000.0,Apartment,Apartment,3bdrm Apartment in Asokoro for rent,2026-05-30 13:29:04,Jiji
Maitama,6,80000000.0,Duplex,Detached Duplex,6bdrm Duplex in Maitama for rent,2026-05-30 13:29:04,Jiji
Jahi,2,9000000.0,Apartment,Apartment,"2bdrm Block of Flats in Jahi Gilmore,Fct for rent",2026-05-30 13:29:04,Jiji
Kubwa,1,2500000.0,Apartment,Apartment,"1bdrm Block of Flats in Fo1, Kubwa for rent",2026-05-30 13:29:04,Jiji
Gwarinpa,4,16000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Gwarimpa Estate By, Gwarinpa for rent",2026-05-30 13:29:04,Jiji
Gwarinpa,3,15000000.0,Duplex,Detached Duplex,"Furnished 3bdrm Duplex in Gwarimpa Extension, Gwarinpa for rent",2026-05-30 13:29:04,Jiji
Life Camp,3,10000000.0,Duplex,Detached Duplex,3bdrm Duplex in Life Camp for rent,2026-05-30 13:29:04,Jiji
Jahi,3,20000000.0,Apartment,Apartment,Furnished 3bdrm Block of Flats in Jahi for rent,2026-05-30 13:29:04,Jiji
Mabushi,4,15000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Nugget, Mabushi for rent",2026-05-30 13:29:04,Jiji
Mabushi,4,15000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Nugget, Mabushi for rent",2026-05-30 13:29:09,Jiji
Jahi,5,16000000.0,Duplex,Detached Duplex,5bdrm Duplex in Jahi Gilmore Fct for rent,2026-05-30 13:29:09,Jiji
Gwarinpa,4,10000000.0,House,House,"4bdrm Bungalow in Gwarimpa Extension, Gwarinpa for rent",2026-05-30 13:29:09,Jiji
Life Camp,2,6000000.0,Apartment,Apartment,2bdrm Apartment in Life Camp for rent,2026-05-30 13:29:09,Jiji
Katampe,5,25000000.0,Duplex,Detached Duplex,"5bdrm Duplex in Nuggy, Katampe for rent",2026-05-30 13:29:09,Jiji
Jahi,4,15000000.0,Duplex,Terraced Duplex,4bdrm Townhouse / Terrace in Jahi for rent,2026-05-30 13:29:09,Jiji
Wuye,2,6500000.0,Apartment,Apartment,2bdrm Block of Flats in Wuye for rent,2026-05-30 13:29:09,Jiji
Mabushi,4,12000000.0,Duplex,Detached Duplex,4bdrm Duplex in Mabushi for rent,2026-05-30 13:29:09,Jiji
Kado,1,2000000.0,Apartment,Apartment,1bdrm Apartment in Kado for rent,2026-05-30 13:29:09,Jiji
Jabi,3,7000000.0,Apartment,Apartment,3bdrm Apartment in Jabi for rent,2026-05-30 13:29:09,Jiji
Wuye,4,15000000.0,Duplex,Detached Duplex,4bdrm Duplex in Wuye District for rent,2026-05-30 13:29:09,Jiji
Durumi,3,15000000.0,Duplex,Detached Duplex,3bdrm Duplex in Durumi District for rent,2026-05-30 13:29:09,Jiji
Maitama,6,80000000.0,Duplex,Detached Duplex,6bdrm Duplex in Maitama for rent,2026-05-30 13:29:09,Jiji
Durumi,2,6000000.0,Apartment,Apartment,2bdrm Block of Flats in Durumi for rent,2026-05-30 13:29:09,Jiji
Gwarinpa,4,11000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Gwarimpa Estate,Fct, Gwarinpa for rent",2026-05-30 13:29:17,Jiji
Jahi,4,15000000.0,Duplex,Detached Duplex,"4bdrm Duplex in Jahi Gilmore,Very for rent",2026-05-30 13:29:17,Jiji
Jabi,2,20000000.0,Apartment,Apartment,Furnished 2bdrm Block of Flats in Jabi for rent,2026-05-30 13:29:17,Jiji
